,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,DLD1_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,PA1_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST 
RP11-21J18.1,1.352402,0.9644305,1.3457756,4.4561806,0.8470286,0.5743671,1.4693813,0.29335567,0.8918814,1.2291079,0.9026856,1.0024898,0.41232252,0.6906576,0.5169262,1.4051125,1.1169674,0.9092282,0.56887764,0.6565758,0.80092263,1.5160921,0.37758377,2.2091668,1.4075952,0.66083074,0.89450675,0.5723898,0.89432395,0.92011505,0.41403946,0.5419754,1.6294448,1.5936235,2.4589403
SOX2,-0.024930744,-0.070125505,-0.0053950218,-0.05683911,-0.07715075,-0.07060285,-0.094629526,-0.04568022,-0.06333146,-0.09765838,0.0034648299,-0.0743579,-0.02771148,-0.06585045,-0.04941175,-0.08991475,-0.07952636,-0.028065788,-0.044640936,-0.06727863,3.3938167,0.3161544,-0.043847673,2.9757125,-0.08895695,-0.09333342,-0.0828717,-0.042042274,-0.102579735,0.3108229,-0.08392456,-0.021267872,-0.05894589,-0.07290534,-0.08861682
MIR3661,1.9713725,2.3307743,2.2041862,1.6849618,1.5875181,1.0623604,1.5505006,1.2489154,1.295037,1.6809909,2.536012,1.7443635,1.4488623,1.6518118,1.2718499,2.2217057,1.7730842,1.7497873,0.9086923,1.7763666,5.031701,0.923742,1.1274099,2.6153772,1.6691252,1.4082263,2.3621979,1.3143036,2.9854078,2.1620727,2.5896041,1.175628,1.1384573,1.6767014,1.3007754
SLC38A2,0.60059446,0.47553578,1.4530476,1.7170917,1.6803211,0.37595713,0.93945354,0.5452276,0.6306196,3.4738898,0.7474639,0.47455177,0.6932491,0.37104657,0.18957049,3.0151727,0.84764314,0.750086,0.3365059,0.34758425,1.9509526,0.43601227,0.49433196,1.8901422,0.9089009,1.4294133,0.18466608,1.3715072,0.6063204,0.8781851,0.42793313,0.55400926,0.3997422,0.38906306,0.27959943
XRCC5,1.8173485,1.9843156,2.3077178,0.6269861,1.2667832,0.990308,1.9151717,0.38306153,1.1745203,3.3836808,2.1096354,1.2559106,1.1481851,0.8138553,1.2545395,2.3263476,1.2123733,0.70008534,0.918441,1.4293565,2.157749,0.81428885,0.52099997,3.8315268,0.7610783,1.6762866,1.3671067,0.8095634,1.7944589,1.9081484,1.7295803,0.69644743,1.4918212,0.957843,0.8920276
TCP1,2.3149815,0.86381537,2.528668,1.0480881,1.6679548,0.9277688,2.0059414,0.72303563,1.1483716,4.4007707,1.4464982,1.1134129,0.60936743,1.3578649,2.7275946,1.647167,1.6117053,1.1088046,0.7284983,1.5982776,1.7507669,0.8506273,0.49962297,1.8065507,1.6084346,1.1074616,0.8021554,0.74107283,1.9112331,1.7263634,1.8946704,0.58979833,1.1904445,1.0281408,0.9701176
HNRNPC,1.6904632,2.1118731,2.6051676,0.7164145,1.0464274,1.1798016,2.1849704,0.48555592,1.2001154,2.4482486,1.513546,1.2296069,1.1253988,1.0132085,1.0863494,2.1457014,0.92865443,0.9215278,0.685183,1.6116425,1.6520872,0.69517547,0.48008823,4.492117,1.5481923,1.231985,1.106377,0.58275336,1.4223211,1.8356875,1.2444166,0.73700124,1.1734332,1.0705378,1.3652811
PTRF,0.6563391,0.23740396,1.6936647,0.6209942,0.32917863,-0.0665892,0.3818659,-0.03854145,0.65546644,0.71791184,2.3077188,0.21893057,-0.0635207,0.2200774,0.52156365,1.6754031,2.2146437,-0.04890965,1.044593,0.350469,-0.07941312,-0.00039498782,0.42698038,1.2021347,0.06066787,2.3753214,0.6116592,0.75363064,2.4134693,0.24643461,0.32391217,0.034282614,0.5143624,-0.06935855,-0.08708185
CDX2,-0.09379323,-0.077869795,-0.11805745,-0.05258512,-0.07571281,4.4278784,0.28646874,-0.044032756,-0.06340191,-0.065253854,-0.102926835,-0.055132914,-0.0672334,0.11987728,-0.07601206,-0.09280879,-0.08062034,-0.061446052,-0.040595494,-0.067182735,-0.08173042,-0.058339108,-0.04556958,-0.11561544,-0.062011845,-0.09331123,-0.08306474,-0.052458216,-0.102792464,-0.059398722,0.12931354,-0.060581014,-0.082935125,-0.062242337,-0.10084584
TUBA1A,0.6016089,0.43149224,1.1307596,0.8490712,0.40816504,1.2552321,0.20835723,0.21050937,0.72219336,0.56789684,1.3167297,0.124583445,0.6293839,0.18628961,0.49443632,1.6230369,0.5928741,0.028483918,0.35640725,2.0919425,2.0101314,0.17831005,0.66973215,1.6927085,0.14453252,1.6394918,1.7925892,0.9642497,2.7547455,0.46356207,0.5482869,0.6583518,3.073988,0.43821356,0.5900593
TIMM13,1.1252153,1.2805803,1.5857997,0.74871063,0.63936776,1.5655094,1.0774969,0.5927844,0.6197527,2.1512892,2.2113566,1.0952083,0.13726577,1.1225733,1.0802803,1.7954202,0.5985352,1.1630998,0.7060426,0.89167964,4.4057446,1.0620899,0.6102515,2.2862394,1.6367723,1.625936,1.3667856,0.37955165,1.4024445,1.5502441,0.7089406,0.6677754,1.0147091,1.3182569,1.8194653
CAV1,0.4003007,-0.07008325,0.83513856,0.26148912,0.14156267,-0.062128946,0.10085255,-0.035799548,1.9445264,2.7073846,1.3961018,-0.042380985,-0.035395145,0.25822586,0.54381835,1.4241927,1.6182032,0.0048712287,0.56844705,0.31532973,-0.097082034,0.06832838,0.17226756,0.2798251,-0.06981782,1.8237631,0.28974923,0.8612773,2.2591078,0.09054808,0.14231843,-0.059485175,0.29727036,-0.06659167,-0.0850617
DDOST,2.4574127,1.5104208,3.3299758,1.1331011,2.0030074,1.1393152,2.2053454,0.3793955,1.5494981,2.379319,2.8991718,1.4251308,1.1915733,0.80441135,0.68159294,1.5012379,2.0385168,0.8823931,0.92573607,0.83682793,1.3205458,1.3107744,0.874418,2.3676329,0.7199264,2.5374393,2.8387544,1.8382211,1.8795047,1.0672883,2.103608,0.8766597,2.2564812,0.81319773,0.6452282
SHC1,1.7459288,3.1547613,2.1322255,0.52083904,1.1954626,0.1293184,0.32907897,0.13889702,0.6882932,0.6204502,1.9531952,0.3240291,0.32111758,0.09695377,0.9841044,1.5934247,0.39082354,0.8655346,1.0562546,2.090731,0.20596653,0.16570948,0.20038724,0.92157596,2.4756083,1.3436396,0.58122665,0.94632024,0.7320051,0.37757847,0.36667505,0.5280202,1.0970124,0.42198366,0.26122957
TNC,1.9848691,-0.06819827,2.0805354,-0.06072735,-0.046769522,0.045989845,-0.079088315,-0.03858485,0.17918707,-0.09769966,2.6488192,-0.073805295,-0.064973034,-0.054665413,0.671777,0.08578066,0.30254513,-0.055461317,-0.021320036,-0.067065164,-0.099687956,-0.06184856,-0.008640118,0.29006767,-0.073646724,0.9027726,0.66430134,0.010431497,-0.08846175,0.26048213,-0.0067445734,-0.06030853,2.3811126,-0.061745074,-0.09534145
PDIA6,2.1609173,1.9685922,1.9931651,1.9078692,1.5994607,1.7795696,1.6036559,0.35128984,1.1915827,0.95464027,3.9005837,1.2938731,0.7129202,0.61880785,1.3923056,1.89275,1.1302898,0.987774,0.88304436,1.6229938,1.5067245,1.5422384,0.54197,2.585655,0.89016885,2.6514814,1.8643432,1.1996353,1.5052882,0.39881057,1.4816796,0.32533765,2.2879183,1.0632184,0.49424678
TOMM20,2.0421102,1.5196489,2.7411463,0.29232255,0.7755992,1.1546599,1.1454884,0.43618906,0.6929846,1.8179578,1.5905255,0.9557387,0.6824345,0.8070483,0.93108463,1.0653677,0.51774156,1.0324043,0.27332625,1.1362302,1.4777946,0.45288536,0.4871506,2.8171878,0.8690551,0.714156,1.1590956,0.47007164,0.7877369,0.8531505,0.7757339,0.7666163,0.9263207,0.8493269,3.769958
MSN,1.5554299,0.3264721,1.5670961,0.31447393,0.84337026,-0.065350465,-0.09292245,-0.041019328,2.2690396,0.7833514,1.0777191,0.8344733,-0.06177774,0.10332462,1.4261047,1.3134985,1.107486,0.2979752,0.31720904,1.1382929,0.5248043,0.26271212,1.0588429,1.0240446,-0.08040947,2.5120547,1.6996573,0.72798264,2.2917802,1.132312,0.05578942,-0.056712996,1.5141381,-0.071570404,-0.050448447
PSMC5,3.1081295,1.3158695,3.6020865,1.9214593,1.7009609,0.92256904,1.6921791,1.3459831,1.6754882,3.0211189,3.3916712,1.3668696,3.1545067,0.70019734,1.2177966,1.6595075,1.6339711,1.214155,1.2503422,1.6552091,2.2850783,1.3111447,0.5309975,2.0253081,1.0497919,1.7110637,1.5474732,1.9715061,2.6834962,2.0877872,1.4040204,1.6755579,1.646567,0.8579489,1.8102518
CCT8,2.2018647,2.1458077,2.1113029,1.3045021,0.77385503,0.49207494,2.165361,0.34866348,1.3580452,4.045387,1.8761048,0.9778646,0.46184152,1.1339853,2.0333354,2.6050289,1.5905951,1.0060346,1.0395848,1.4657481,1.2926496,0.9274849,1.0967642,2.6438973,2.0374303,1.2187637,1.4237119,0.8209836,1.666091,1.5838896,2.170415,0.875684,1.9190005,2.4341748,1.2931076
AARS,1.1444983,1.8410215,2.270684,0.43977916,0.6607159,1.1422275,0.9644859,0.62917584,1.0052266,1.005526,1.276598,0.71612823,1.3653157,0.67023313,0.71104133,3.6559725,2.0682075,0.80863154,0.24051397,0.61963797,2.9692812,0.70800734,0.55772644,1.6700627,0.22782962,2.153609,0.84686846,0.60955423,1.1275786,1.6936322,1.2035588,1.134177,0.8779336,0.44237137,0.7565076
PCBP1,2.530347,2.5951028,3.6509204,1.8499079,1.9899843,2.284645,3.5257618,1.2102942,1.5880935,2.3991504,2.5103586,1.6876779,1.5387557,1.4962077,2.7399826,2.5363996,3.2029874,1.35286,1.5742679,2.0608404,2.3885784,1.4892074,0.80208266,2.5875084,0.6907182,2.659222,2.6624374,1.1816456,3.0774543,2.0688844,1.8220719,1.1042441,2.4389281,1.5402186,0.9907709
SRSF1,2.4451978,2.9514737,3.5403953,1.2655164,1.1377795,2.2241812,1.3010354,0.86102325,0.9811677,2.907834,2.301944,2.1521466,2.3047352,1.319577,1.3403169,2.2851584,1.2532619,0.9404022,0.7701127,1.9719906,2.5176919,1.0342127,0.5160802,2.388371,2.07428,1.7780733,1.8401356,0.80099386,2.5156515,3.1130328,1.6729454,1.7174386,1.0123516,1.7352731,1.8348123
GHITM,1.5875735,1.4679059,3.3704586,0.9873064,2.1319258,0.79936093,2.9860241,0.90899223,0.84605575,2.219983,1.2836013,1.7583975,1.2726341,1.4857087,1.2820969,1.7379625,1.3784554,2.522314,0.55169475,2.0433905,2.532567,0.8818704,0.75511545,1.6691729,1.5378628,1.4250216,1.7156894,0.7074303,1.4235133,2.7274106,2.280084,1.6461442,0.8335567,0.9977701,3.341582
PEBP1,1.2077779,1.1522212,1.826093,0.70888436,1.4283948,2.6592534,2.792136,1.8049679,1.0854896,2.311464,1.721338,1.4291666,1.4161189,1.6067923,1.5500951,2.1275976,1.4442859,1.0149118,0.61105984,1.2159595,1.9227811,1.8732253,0.7779161,3.071679,1.1132869,1.2457614,2.5846195,0.7002811,2.1485322,1.5509838,0.8384249,1.5994098,2.29947,3.9028912,2.6366324
PCOLCE,0.5590469,1.5286009,0.56541353,-0.006205875,-0.05231732,-0.047898747,-0.077293634,-0.030942807,0.5454467,-0.08934024,1.0840272,-0.06972747,-0.021902116,-0.028260125,2.2962549,0.5391113,-0.05926659,-0.056417033,-0.025045916,-0.0613077,-0.08994231,-0.040963415,-0.023909075,0.284031,-0.01649782,3.0177636,-0.062143017,0.19200085,-0.09999361,-0.07697403,-0.06511934,-0.046579763,1.6882713,-0.072738625,-0.056743484
GDF15,0.19211724,-0.0044025215,-0.079816036,-0.04798107,0.041435897,-0.06554693,1.11372,0.104367375,-0.03664333,0.25608474,1.3189784,0.43321872,0.24844626,0.5028998,0.06875228,1.5359523,0.039441634,1.1542358,-0.023240458,-0.002133315,0.71277714,0.91619444,0.2415031,-0.06783535,-0.07251712,0.030825622,-0.07470582,1.0578377,-0.04152243,0.052234255,0.07218268,-0.04966142,3.7407393,0.1926272,0.06697864
PVT1,-0.052882418,-0.06254286,-0.08907851,-0.046650577,-0.054345384,3.6169972,-0.081426695,0.057161715,-0.010719736,0.009656019,-0.042876873,0.041264772,-0.009412355,-0.026809257,-0.01769546,2.4938362,-0.008172393,-0.04358706,0.06584079,0.09060452,-0.05872252,-0.059468858,-0.036794923,-0.086213626,0.04674669,-0.07268907,-0.055668637,-0.040682852,-0.09079467,-0.0676426,-0.056583982,-0.028469443,-0.0018796334,-0.008988489,-0.052245453
ARHGDIA,1.3383495,1.3291746,2.751105,0.77859735,1.2765557,1.4100211,1.3734816,0.96895516,2.7241428,2.168155,1.9664166,1.1836041,1.0861082,0.8333992,0.9376227,2.519544,1.0665491,0.7321207,0.51308495,1.7960125,1.1887676,0.8533174,0.6889059,1.1313275,0.68361396,1.6786082,3.3638515,1.132906,2.87382,2.9119294,1.1817179,0.9186175,1.5370132,1.380131,1.2373161
MDK,0.7358293,0.0505267,0.3736137,-0.054275353,0.31677282,-0.03506428,-0.030066608,0.2631786,0.3514753,0.49134946,0.5308354,0.008005848,0.5797971,0.44083437,0.6224824,1.1520604,0.37714246,0.03059272,0.034806043,-0.017410783,0.6610624,3.4599636,0.15406358,2.7239964,0.64461535,0.1363018,-0.059696425,0.8423505,0.08709989,0.33383733,0.3930357,0.2667889,-0.07732863,1.1562312,-0.06301921
COL5A2,-0.088918544,1.7039826,0.4936735,0.008912367,-0.071138225,-0.060425583,-0.08858105,-0.04401855,-0.011190846,-0.09195829,2.140284,-0.0750869,-0.050554022,-0.061790068,-0.050722856,0.031047752,-0.07222744,-0.05936864,0.05487204,2.648616,-0.09699763,-0.064084485,-0.042844083,0.07933283,-0.08690441,2.2354898,0.030626414,-0.048623722,-0.078786425,-0.08122287,-0.079461314,-0.04687523,0.7593238,-0.050627697,-0.0881355
MT1L,-0.09365345,-0.07715647,-0.11801394,-0.06039849,1.404198,-0.07072175,-0.09308014,-0.045969393,-0.06275624,-0.098027095,-0.10138205,-0.07534551,-0.067064725,-0.06776217,-0.07459319,-0.0929634,-0.075338945,-0.061526436,0.100430995,-0.06722706,-0.100718014,-0.06436225,0.13165352,-0.11402362,3.9635081,0.6789078,-0.08286694,0.78176814,-0.082454935,-0.06435384,-0.08295039,-0.060400438,-0.082470745,-0.055356357,-0.09927667
MARCKSL1,1.2534193,1.8278428,2.0245886,0.57118803,0.43787277,1.4879835,1.040335,0.34941554,0.38684055,0.8452784,1.7066684,2.235403,1.061437,0.82154816,0.2057488,0.7647037,0.642338,0.21723153,0.15777306,0.073253505,1.2222873,1.3152384,0.4500627,2.7712452,0.4539945,0.23479046,1.8504325,0.1678735,0.14152169,1.8913867,1.0234398,0.24060154,1.8941991,1.8342377,0.38960794
ASS1,-0.0852522,0.009145743,-0.11220329,-0.029747762,1.0658414,0.08906299,2.257028,0.31763017,-0.061660983,0.07461671,-0.102146186,-0.005805811,0.7826477,1.4879137,1.2100004,-0.084189415,0.30121604,0.14617702,-0.0120866615,0.39615804,1.2079732,-0.06381228,0.15731306,0.44409978,-0.030916275,3.2073226,-0.081324674,-0.026909105,0.58940274,0.11846633,0.49412388,0.23329987,-0.080699064,-0.029567609,0.89287
OST4,1.6788871,1.1823195,2.085796,1.8422197,0.9268519,1.3411366,2.5116606,1.0833665,0.94188493,0.7769988,2.1207545,0.9852489,1.6534063,0.71511275,0.69157505,1.3171716,1.7434283,1.0008157,0.8130369,1.2073925,2.246789,1.4895549,1.5877955,2.5564296,1.9642774,3.3918016,1.6971672,1.0251584,2.5434422,1.1920602,1.5747095,0.66345453,2.4993613,0.7194883,3.3323135
IFITM2,0.17292349,0.41015807,0.12519836,-0.045007233,0.8562607,-0.062896885,3.7994263,-0.031460773,0.68141973,0.2547023,0.9535786,0.21087025,0.30922404,0.06691895,-0.07405354,1.0597162,0.54737264,-0.03682971,-0.043292057,0.30819008,-0.09704905,0.05588314,0.17513591,0.88004994,1.0305097,1.1751701,0.037143987,0.2402198,1.5424577,0.94892085,-0.061123967,0.22146006,0.0031375191,-0.072230615,0.046363685
CPA4,-0.080047384,-0.075755365,0.036093198,-0.060586043,-0.040853273,-0.070230685,-0.05600098,-0.04154013,4.2131352,0.35004142,-0.05271849,-0.075387135,-0.06625481,-0.06414394,-0.038069624,-0.048003566,0.70808953,-0.060983893,-0.040501025,-0.038740747,-0.08420287,0.15889937,0.42585534,-0.10770653,-0.08908782,0.02150739,-0.07354536,0.03365878,-0.047121268,-0.082166456,-0.077462025,-0.056173917,-0.07739517,-0.0750998,-0.081657045
RPL31,1.3307033,1.4378773,1.8904158,0.80130726,1.0504676,2.6654997,2.2201693,0.4163864,1.5546384,0.9255726,1.6074221,1.8741506,1.5228158,1.7777174,1.5188235,1.5431122,0.74982584,0.992035,0.56595486,1.9451796,2.171141,1.4648849,0.7025965,2.1281176,3.8364613,1.9922771,1.3384699,0.4188461,1.2845873,1.8304619,1.0818496,0.70361066,1.584487,1.7015119,3.0570545
PSME1,1.4532555,1.7658938,0.9571721,0.7390978,2.621548,1.0814216,3.1977072,1.3112922,0.62871397,0.9733437,1.3153869,1.009646,1.4234033,2.023794,1.5651191,1.7154933,0.4363598,0.91921365,0.30088314,0.77724457,1.5616317,0.4808109,0.88718104,2.1766286,0.7747808,2.8744793,0.9144231,1.0452859,1.8026251,0.8070061,2.7747679,0.88193995,0.53181696,0.6558105,1.3632228
RN7SL4P,0.39840794,1.0218912,0.8031638,0.14755256,0.073571116,0.2336247,-0.08217463,0.21017516,0.061576582,-0.060505923,0.4056671,1.3751365,0.61097294,0.13417655,0.052302856,0.17143479,0.6294696,0.30731928,0.18185827,0.56708586,1.2288746,0.7740021,0.07209061,-0.103455156,3.2289517,0.3009291,0.080884546,0.23171845,0.41682887,1.1803867,1.1054357,1.8648182,1.9780196,0.69915074,1.8527137
GAS5,1.8072181,0.8885933,2.3756917,0.8146829,0.2640717,0.58924043,2.0170398,0.15717416,1.5758026,0.76932,1.0414248,1.0112402,1.5381913,2.040354,1.3482398,1.0417402,0.52260804,0.5151533,0.203231,1.5364518,1.6609721,0.30206516,0.30654103,1.0753548,3.4871576,0.7951708,0.65813255,0.17629756,0.33468938,1.019327,0.46139628,0.6243074,0.6489357,1.5004847,1.1152956
MRFAP1,1.9757017,2.0430129,2.9112108,1.0152949,1.1846513,2.5630033,2.1959999,1.2979033,0.71919197,2.9592059,1.8094296,1.2833779,2.2688124,1.3326964,2.0312912,3.1802664,1.3002322,1.5121369,1.0111533,1.1010544,2.4899535,1.4608451,0.7080778,3.534081,1.2833991,1.8045627,1.3755529,1.4540355,3.169502,1.2723494,1.9054369,2.080455,1.427529,1.7499446,2.3427668
BRD7,0.3152375,0.34474415,0.3751825,0.20836897,0.1598588,0.57515335,0.431645,0.11597264,0.14536963,0.50392216,0.26668793,0.25126517,0.0544426,0.21711801,0.11277551,0.7851867,0.6067308,0.095280156,0.1017994,0.22383176,4.3261857,0.13979907,0.271929,0.93218994,0.2302197,0.21241611,0.14022352,0.10314759,0.5247905,1.2090932,0.42806396,0.10005619,0.1360578,0.12454402,0.2179332
DDX5,2.638538,1.1622399,2.4580529,1.2086955,1.5549054,1.0812556,2.4143703,0.6923318,0.66312814,3.020591,2.2840638,1.1859825,2.341304,1.0746099,0.6084714,2.099485,1.0536078,1.0140756,1.1672987,0.9231161,2.9433053,1.1109804,0.419938,2.390593,1.1670165,1.551707,1.527649,1.7278992,2.2906532,2.1428692,1.8591442,1.0557213,2.0568752,1.0879672,2.6790352
SRP14,1.3356526,1.0187976,2.4210513,0.55076796,0.5821496,0.795882,1.5859556,0.8669382,0.67897195,1.1669534,1.4827952,1.387538,0.8454238,1.2487738,1.5930413,0.7260918,1.3804573,1.0315593,0.35917047,0.88874125,1.9101207,1.4086444,0.51536924,2.1029005,2.495679,2.1658242,0.70799154,1.0195181,3.5773792,1.277977,1.3139987,1.3358555,1.3076572,1.2230992,3.1233292
GPNMB,0.8499371,-0.07755277,0.24492948,-0.06018141,-0.031571053,-0.06394151,-0.093395114,-0.03110698,-0.00031061334,-0.09459816,2.7410839,-0.07396681,-0.06620455,-0.06796838,0.30225202,-0.08722936,0.021923253,-0.05912545,-0.044925664,-0.06537852,-0.09665341,-0.055169243,0.004533492,-0.11421129,-0.08866843,1.8260689,1.8417151,-0.024280252,-0.100756995,-0.08079402,-0.074396804,-0.034566466,2.1091459,-0.069257565,-0.092067815
PRKCSH,1.2843837,1.5040824,3.8718696,-0.059195466,1.7708229,0.97973424,1.6249589,0.36166552,1.1720634,0.84062594,2.7229152,0.9350742,1.5397644,1.0487365,1.1692331,0.9878772,1.3302639,0.5140083,0.39548674,0.7615222,1.7341304,0.5355864,1.1176133,1.8725182,0.63040465,1.7634796,1.6945753,0.61981696,1.36969,1.1712056,0.761369,0.9741341,1.6330034,0.9875079,0.3381021
COX7C,1.6365513,1.1954663,2.0078478,1.2509133,1.7816349,1.1766161,2.481906,0.9399448,1.2379148,1.0338315,1.6632881,1.2902322,1.2545671,2.6354752,0.7665941,1.2884479,0.88557875,1.5409931,0.45736232,1.5074208,2.7806373,1.5703212,0.6472529,1.7020007,2.7660291,1.0726434,1.2272453,0.70095223,1.6809198,1.5446818,1.9053742,1.0524005,1.3675748,0.7197823,3.9815109
PTTG1IP,1.195702,0.39962715,0.68963903,0.37205407,0.9652198,0.1927272,0.9633881,0.15952589,1.2465897,0.50656503,1.551048,0.4697641,0.5411547,0.3803239,0.26771644,0.5463661,2.3731794,0.35309637,0.32244423,0.21714811,0.50540817,1.0715404,1.770227,1.111312,0.3956283,0.82865417,1.9794989,1.390175,3.650697,0.94993633,1.5841916,0.62072194,0.68329525,0.94400364,0.6118028
ANKRD1,-0.06769852,-0.07077001,-0.04455999,-0.060626052,2.9233015,-0.06956783,0.008504586,-0.03991219,2.0613015,-0.09791864,-0.06947985,-0.07576511,-0.06644418,-0.037482373,-0.07298512,0.013121934,-0.014469764,-0.06140089,-0.037348956,-0.050439864,-0.08994076,1.0488265,1.1117336,0.5915192,-0.088022225,-0.08896386,-0.08156738,0.10068573,0.1466755,-0.08127542,2.0064168,-0.05984556,-0.08069213,-0.074835755,-0.09555646
TALDO1,1.8462027,0.86918414,0.958716,0.7968371,0.88286877,1.3519912,3.3581154,0.56528455,0.85198873,1.349351,1.2002013,2.6983006,0.6558465,0.89457023,0.8807857,1.7149166,0.51988107,2.2830703,0.24511099,1.9521613,1.4196165,0.7842548,0.56688595,1.5360937,0.78056014,0.8782859,1.2753446,1.646143,2.9992957,1.295304,1.1484619,0.7785266,0.8268293,1.0306659,0.41777968
PPP1CA,1.0861588,1.0211883,1.3135867,1.4205837,1.389366,0.52713233,0.6710626,0.5396954,0.6325516,1.428704,1.1310953,1.6930513,1.9150225,0.79240793,1.0909448,0.75705403,0.9768884,0.5473203,1.5473638,0.61321026,1.0444083,1.0098068,0.6423077,2.0034916,0.8948533,0.92211455,3.084291,0.6458776,1.6549385,1.9500606,1.2148775,1.2673798,0.5936067,1.5968338,3.9425967
TSPAN13,0.32058877,-0.008260978,1.483009,0.07730034,0.27876848,0.13058907,0.9077106,0.41411614,-0.02205699,0.10942094,0.10512488,0.44727024,0.6698254,0.6222243,-0.053732768,-0.056937203,1.2233151,0.37555638,-0.021631652,0.19519092,0.37489477,0.21697776,0.19101848,0.16878504,-0.08168691,-0.08686144,-0.05135238,0.23389435,0.017476724,0.11267553,0.49314263,2.1599505,1.1688732,0.7307785,3.4217033
PDP1,0.09527166,-0.058241073,0.2375378,-0.036722977,0.085759446,-0.059876144,0.3194258,-0.032056473,0.13561484,4.174759,0.38284814,-0.050057806,-0.039691247,-0.010049305,-0.008955548,0.09864969,0.03267455,-0.02264096,-0.02971495,-0.060593266,0.2821394,-0.0175661,-0.0049347105,-0.041501906,0.057717398,0.11221317,0.099525265,0.1360233,0.0704498,-0.043746058,0.82965297,-0.047121834,0.03235939,0.034220327,-0.031858746
COX6B1,1.7252011,1.8127979,2.2907684,1.0379462,1.5370357,1.0583189,2.7787352,1.6977103,0.790647,1.378324,2.111197,2.1390946,1.8715419,1.7502179,1.1295836,1.0720931,2.6037235,1.1098609,0.60688794,1.7284999,1.8079208,3.9504066,1.7009238,2.1407404,1.4562867,2.26258,1.4180881,0.72375625,1.968643,1.5643953,1.591678,0.89376485,2.7367885,1.3093383,3.096887
RP11-290L1.3,0.80741066,-0.07110055,2.18186,1.6443126,0.15190072,-0.061203517,0.4982665,-0.04215336,0.5492412,1.8327773,1.7192961,0.24040458,0.00044037565,0.27132317,0.67035395,1.1368376,0.16284995,0.72336483,0.30407125,0.0891316,1.9512914,0.14935347,-0.036684528,0.077524364,1.3853513,1.4656954,1.1645494,0.6084591,1.2608925,1.7714835,0.15112509,0.112725765,1.4181387,-0.069378614,-0.074877515
TUFM,2.4738953,1.9746673,3.278619,0.8538439,1.4438106,2.1059735,2.0430071,0.86935765,1.110716,2.9497092,2.6995447,1.4818158,1.1366353,1.6459457,2.0234344,2.4002063,0.9254248,1.4707171,0.7211393,2.1419907,3.051067,1.0017424,1.1274519,1.7347577,1.7414596,1.2083827,1.3869646,0.30378193,1.3235723,1.5551442,1.6111091,1.0908722,1.6489271,0.52411973,1.852898
RAD21,0.9771759,1.0062058,1.2814121,0.2579438,0.5675291,0.54417044,0.7678082,1.8054672,0.6380657,1.5220925,0.797226,1.9953009,0.54131526,0.5050995,1.0593182,0.62891555,1.5433983,0.24571444,0.3070657,0.2633139,3.8737142,0.35743663,0.11005364,1.6849138,0.70557284,0.7214664,0.47163638,0.24792416,0.7506717,0.62385565,1.0129342,0.5642997,0.46568334,1.6048423,0.9882806
