,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,DLD1_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,PA1_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST 
TM4SF1,0.25057465,-0.073387064,0.5319216,0.19414571,-0.030720694,-0.06791334,1.3032422,-0.042151183,1.8597598,-0.096700415,0.6713517,0.6103832,-0.039444562,0.09346377,0.16517447,0.50754076,0.34377444,0.77507293,0.19384125,0.8575332,1.8300943,0.60180825,0.04763522,-0.108145624,0.503302,0.014504854,-0.07192927,2.7560802,0.5780891,0.6985141,0.3667463,-0.05542548,1.0040444,0.04734339,0.3371752
CLDN7,-0.09269996,-0.0673048,-0.11543684,0.4257449,1.0747565,-0.06765175,2.765603,0.74146104,-0.06088969,0.6398052,-0.10258552,0.5471487,1.1396996,0.63251674,-0.07432666,-0.091935664,0.8518167,1.8760941,-0.043543622,-0.056399066,0.62881273,0.0018661249,0.5806596,-0.0723186,-0.08722729,-0.08764351,-0.08090527,-0.045317948,-0.076402575,-0.06267572,0.9665214,0.26706648,-0.08277547,0.1366434,0.65513366
HLA-E,0.82811916,0.7658774,0.7194308,0.27928784,0.8608511,0.049571093,0.6854256,0.25250572,0.78755397,0.4456748,3.3070588,0.3361484,0.41954407,0.3550053,0.1910341,1.1351118,0.502587,0.23286492,0.23923685,0.21939072,0.02945446,0.2907839,0.2712806,0.1833702,0.39429042,1.5738406,1.3908825,0.36091778,1.7407485,0.045101874,1.0627747,0.3903091,0.8229621,-0.061312877,0.34461135
STC2,-0.056432273,0.29361,-0.074234284,-0.053809024,0.14686497,-0.012614329,-0.09457724,-0.009585984,0.13028172,0.11881022,-0.0985769,-0.07511936,0.073727004,-0.017136287,0.051722225,0.7097029,0.19579531,0.4168086,-0.010938195,0.060146205,1.5149331,-0.06051305,0.41270167,-0.019820385,-0.089039125,0.3320142,-0.057315484,0.61962426,-0.07247073,0.034082167,0.04750103,3.418335,-0.080807224,0.019525897,-0.054069486
FAU,1.5878648,1.3991307,2.9602528,1.6623455,1.8618714,1.2088555,2.188578,0.7080355,2.7561252,1.9631892,1.778459,1.9620862,1.8818642,2.181555,2.5157635,1.611602,1.6549242,0.94952506,0.79533947,1.1163176,2.6904316,1.7877545,1.2172468,2.7935648,2.915754,1.7204323,2.7817552,1.0693009,1.9575487,2.540233,1.5940562,1.271101,2.0219784,2.8713574,1.769798
ST14,-0.0924103,-0.07626037,-0.116417155,0.08588665,0.54428995,-0.06783097,1.3626083,0.15799561,-0.062064175,0.81292504,-0.101895265,1.4350091,0.30825207,0.46203548,-0.074670196,-0.0914331,1.4657444,0.45434803,-0.044479124,-0.06659464,1.4599863,0.40382951,0.6424912,-0.1128391,-0.08756824,-0.090137824,-0.082297325,-0.042796273,-0.07002762,0.24926671,2.3481047,1.554283,-0.080765605,0.71816075,0.45711428
PSMD7,1.055058,1.33693,1.8965825,0.64350003,0.39286926,0.7939495,1.3316507,0.4222766,0.45468363,0.96713144,1.1709896,0.8134561,1.0855695,0.3578109,0.4459688,2.065459,1.1088618,0.52009994,0.25129703,0.72009075,3.4600198,0.7463988,0.23014332,1.2330722,0.5343134,0.957429,0.58498096,0.6202201,1.1783501,1.9298356,0.78566027,0.56833005,0.48658267,0.5243623,0.70175385
GNB1,1.5511365,1.2003487,1.6857547,0.9651513,1.2307423,0.9902441,1.2835,0.28233582,0.81847405,2.0108757,1.2838224,1.0816541,0.8821258,0.5702835,0.83764344,1.4129086,1.3846792,0.6038666,0.681544,0.6355327,3.1104474,1.008688,0.44818893,2.3277714,0.60198426,1.5519162,2.030522,1.1889397,2.5437288,1.3594302,1.3499473,0.5851947,1.0536056,2.2071939,0.8858363
AREGB,-0.088295914,-0.07778926,-0.08358697,3.1752148,0.0029733193,-0.06947224,1.3917778,-0.043306675,-0.054003596,1.4334512,-0.09463842,0.30440584,0.60936964,0.044937488,-0.038013596,-0.09267329,-0.033713307,0.12754728,-0.032203987,-0.062036905,0.027106823,0.013036497,-0.045331836,-0.11555414,-0.0880057,-0.07887358,-0.082656324,0.3063247,-0.08972681,-0.0766236,0.3153058,0.04832521,-0.07831581,-0.07488176,-0.039480504
COX6C,0.54116935,0.45463657,0.47373995,0.24465124,0.28750288,0.27641058,0.7064844,0.4332689,0.27477893,0.39314905,0.4568624,0.26254824,3.3474193,0.64445615,0.19757102,0.3307192,0.7462185,0.25645494,0.15412281,0.25649053,0.5396885,0.5784836,0.35670394,0.66454375,1.5392243,0.36498922,0.37439245,0.17366605,0.73406637,0.33273214,0.50239897,0.4441044,0.68862283,0.54324645,2.4548545
RP1-178F15.5,0.88385785,0.93272144,2.6512642,-0.03481886,0.69127595,0.23187287,0.61704576,0.54366773,0.43268466,0.26848605,1.1468006,0.31574297,1.7655461,0.109156005,0.14510517,0.08415656,0.36365682,0.4197629,-0.022320254,0.230145,0.07324015,0.36118263,0.8130508,1.6789615,1.7353545,1.3018249,1.0895361,0.3418134,1.6023273,0.61353654,0.39119974,0.47251844,1.4088162,-0.009984013,1.045594
ARF4,1.400722,0.8365485,1.6928838,0.86793536,1.9578019,0.48331767,3.1071625,0.32563284,0.8391117,1.16682,1.9906992,0.66859937,0.30986103,0.48840418,0.64769757,1.1376444,1.2845535,0.49554458,0.52714276,0.425412,0.79242444,0.43398136,0.8793852,1.3024316,0.5028805,2.634385,1.0747863,0.6638921,1.0555629,0.5502983,0.70057213,0.59796077,1.0488756,0.892571,0.8640779
AP2S1,1.5385739,0.9594328,2.8804307,0.3393736,0.46044838,0.6417484,1.1897554,1.509172,0.9350416,1.1643615,2.1942644,1.0655606,1.0125479,0.5275396,0.7526907,1.6308984,1.6442769,0.88274944,0.2654685,0.62689924,0.7500886,1.4201263,0.823375,1.6522238,1.0799965,2.5602312,1.1732215,0.60999525,1.1569754,0.5862793,0.6580939,0.87928456,2.2851288,0.54132223,1.8101195
MCM7,1.7828159,1.7407209,2.6415827,1.2693386,1.0237061,1.0598196,1.3749373,0.5414615,1.0322623,2.687377,2.1025372,1.6857903,1.9174265,1.6270005,1.484932,1.6815718,0.70558894,0.7641485,1.3750774,1.5055873,1.8974681,1.3626542,0.7493744,1.7235651,1.1533893,0.75924855,1.6850733,0.18559289,0.52857417,2.5929084,0.96492404,0.53407115,0.90607923,1.0559993,0.40397352
C19orf48,0.4144405,0.3231856,0.5232834,0.18856595,0.26850107,0.40493378,0.7906858,0.32259366,0.21803237,0.6467908,0.41310224,0.62477255,0.36049014,0.33533916,0.10682369,0.7637535,0.4551239,0.38726237,0.17374024,0.3593514,0.41882336,0.69576746,0.38228354,0.43976343,1.1473887,0.21255061,0.2194161,0.07527704,0.2052678,0.62484294,0.36555043,0.1369139,0.25651407,3.903985,0.4648571
MFSD12,1.0600144,0.15139593,0.82337844,0.10636933,0.09446328,0.03415064,0.071895786,0.0028377234,0.07184439,0.16433842,3.3926399,0.057014078,0.057568654,0.056727115,0.23557587,0.11843354,0.16340363,0.01936447,0.1276918,0.13481428,0.065331,0.01892682,0.037953682,0.1329266,0.023905892,0.6218146,1.5365775,0.030004349,0.1912731,0.11521757,0.06816257,0.0017436105,0.50707656,0.0048316903,0.055281278
TMEM123,0.7842481,0.48081338,0.7106716,0.9564926,0.63363093,0.46052885,1.4643811,0.18943943,1.1381009,1.269488,0.6923352,1.3347784,0.1249914,0.40828624,0.4130044,1.0628523,0.82563746,0.44295108,0.39328104,0.42957744,0.8446709,0.23596697,0.6567627,1.8708414,0.812922,0.70688075,0.4004308,0.59356713,1.9568288,1.7912197,3.3166323,0.40994072,0.47967297,0.9889941,0.67629766
CTD-2192J16.15,0.6930324,0.5535577,1.614625,0.6941122,0.9458672,1.913795,0.2886994,0.46038973,1.0961268,1.0183141,0.55784607,1.5061772,0.9325454,1.221929,1.63484,1.1097307,0.3277227,0.5024438,0.39253426,1.0186613,1.9867197,0.69336087,0.45016834,0.18595192,1.3555577,0.8606284,0.99362916,1.6507226,0.713639,1.5799158,3.2205012,0.27133906,0.801805,1.2989969,1.7332101
CCNG1,0.41876143,0.4902531,0.74928766,0.20722404,0.49325925,0.3663872,1.0822245,0.05253497,0.237734,0.673753,0.56589997,0.4664309,0.17822492,1.3039939,0.11858045,1.0962521,0.12776735,0.24209383,0.05451782,0.34668875,1.1245859,0.3972659,0.23873606,3.6741047,0.4813071,0.3642401,0.5881348,0.13333173,0.20115246,0.25063792,0.6432949,0.29458508,0.5474554,0.24874867,0.75164545
PEA15,1.875862,0.22924483,1.6386917,0.21410285,0.2969929,0.19164202,0.45459205,0.28888252,0.77005297,0.35600835,2.3048277,0.15587507,0.18470329,0.08676423,1.5408219,0.8640198,0.9715996,0.13899575,0.60236764,0.3970137,0.67944145,0.23315082,1.5638597,1.3968726,0.9493184,1.7188749,1.3349185,0.22984649,2.022218,0.16219589,0.45845234,0.6508548,0.8439516,0.39047673,0.75795823
NARS,1.5354154,1.6038219,1.6876434,0.7701538,0.63854945,0.45961928,1.7251476,0.3274117,0.47413325,1.5928874,1.393529,0.6584549,0.32588962,0.9496919,0.767598,1.8303545,0.93980825,1.0167242,0.40321663,0.81510025,1.8728256,0.4216823,0.19371186,3.0679545,0.67812973,1.6198622,1.1019245,0.45534793,1.4721329,0.39703345,0.66212666,0.3882551,0.7452949,0.6819198,1.5588552
CDK4,1.41278,1.5535427,2.7390912,1.0575008,0.37253025,1.3915251,1.3806534,0.29141262,0.82664645,1.3537861,2.275401,1.0101773,0.8268006,1.177591,0.68139184,2.0801063,0.5547371,0.44077903,0.44678044,0.91409045,0.92837286,0.6668816,0.40889505,2.3493736,2.3598065,1.2983806,1.3969142,0.37874693,0.94506526,1.4834557,0.91153604,0.66042453,0.8468329,0.9239464,1.5066743
SNHG5,0.90983576,0.29471067,1.1956978,0.3430551,0.6975897,0.8876182,0.36278135,0.07183173,0.19043373,0.26385534,0.87544787,0.05563715,0.2937829,1.2472266,0.7005316,0.14654781,-0.0061355885,1.2304537,0.36837804,0.84928113,1.0117682,0.3430594,0.18949454,1.9557879,3.0450494,0.62592477,0.17908053,0.33728948,0.06682913,1.5356146,0.4189821,0.43686315,0.9904742,0.4282734,0.07719317
RPSAP15,0.57369787,0.7068239,1.7096834,0.451325,0.2981036,0.55810565,0.04234029,0.3215904,0.74464804,1.0195051,1.0105146,0.50440645,0.5882,0.6995538,0.39281872,0.859063,0.50140303,0.46365067,0.17009401,0.56833065,0.42773935,0.12470387,0.36577544,0.0022109018,3.5314798,0.98336595,0.5954375,0.11515429,0.14111876,1.0271701,0.29860917,0.607421,0.64913636,1.0367547,1.4785628
CD151,1.5974153,0.42372566,1.1067234,0.8394082,0.62561417,0.52562624,2.5926006,0.7204054,1.1945299,1.0618032,2.385205,1.662764,0.89823776,0.5713964,0.58191264,1.1230828,0.79336566,0.67819655,0.26091295,0.97358334,0.13814738,0.6594776,0.8825861,0.82294816,0.84634155,1.5957805,0.6695861,1.4864384,2.8187737,1.024363,0.84151304,0.5242086,1.4062741,0.4948731,0.3044344
AMD1,0.59504044,0.18241815,0.6500096,0.16598943,0.41502148,0.40690693,0.71766984,0.16987151,0.18274327,0.9041951,0.690784,0.35728577,0.15858753,0.42975438,0.3622125,0.5944709,0.14691772,0.2939456,0.24070792,0.28191933,0.3007227,0.17233893,0.10604727,1.2210393,0.7866615,0.3347268,0.40293714,0.17533515,0.65513015,0.52348995,0.38673916,0.14053607,0.44631922,3.7960107,0.4152271
FGF19,-0.09374493,-0.07753551,-0.11808204,-0.061336424,-0.0418904,-0.07071979,-0.09235234,-0.045991275,-0.06342731,0.04605112,-0.102926835,-0.022484241,-0.067275435,-0.067963734,-0.07416362,-0.09257289,-0.08063501,-0.059292007,-0.044675834,-0.066874,3.503057,-0.06381944,-0.045879744,-0.11549979,-0.08912407,-0.093226,-0.08310171,-0.052633848,-0.101411484,0.52919775,0.8314763,-0.060598783,-0.08287928,-0.07507873,-0.10073716
VCL,0.5059297,2.0727596,0.22474281,0.0921215,0.5920611,0.18742122,0.9557261,0.07781386,0.70830613,0.6122404,0.24004927,0.117852926,0.08133871,0.37124047,0.795575,0.56081176,0.37833032,0.12171491,0.36209235,0.38514802,0.11156884,0.4670002,0.8770931,2.6662004,0.024290366,0.6872759,0.43635312,0.30008778,2.3459816,0.42025727,0.63822114,0.17885274,0.13845621,0.07458878,0.068259165
MRPL49,0.89046943,0.76807284,1.8665853,1.0328789,0.86643213,0.40415445,0.8353032,0.3292496,0.80182916,1.2970294,0.6255637,1.4221531,1.0749574,0.39399397,1.072858,0.6391335,0.7728458,0.30934402,0.30305138,0.66818947,1.4427679,0.44663638,0.2968504,0.7960709,0.60475254,0.39410627,1.2788078,0.40417877,0.99725395,1.5863618,0.9530268,2.1733894,0.15701282,3.282508,0.77135515
NAP1L1,0.9441388,0.9100521,2.0798035,1.135299,1.0782723,0.7866608,1.4641901,0.17125797,0.73805577,1.1542501,1.1404631,0.8252375,0.4120866,1.4530656,0.7597187,1.696057,0.64961106,0.6665938,0.66021496,1.0966482,1.4403877,0.45548302,0.18846701,3.6710155,1.7204788,0.99971795,0.84180796,0.44376427,1.1918883,0.95868784,0.9139464,0.6124015,1.0575831,1.242925,0.7303603
ASPH,1.1229236,0.1024957,0.3626881,0.5354782,0.443997,0.15077311,0.5611478,-0.025081031,0.33430266,0.79434395,0.89953697,0.429029,0.12283472,0.08743193,0.35492927,1.0817912,0.677762,3.2980988,-0.0014246356,1.2680978,0.1520216,0.08521937,0.19929694,0.316366,0.31762153,0.63258415,0.20341504,1.4982308,0.8639691,0.06887264,0.2872549,0.011612985,0.36995658,0.09088807,0.050111607
EIF3B,2.2305136,1.508159,2.231087,0.81033874,0.48506147,1.3599133,0.83486885,0.34600466,0.94332004,3.1384416,1.6010361,1.9560729,1.2292563,0.98757845,1.335228,1.8050761,1.9431288,1.3585647,1.179044,1.3689889,1.2555085,0.5024922,0.3802174,1.6623377,0.6425477,1.3742368,0.98179585,0.9952963,0.60589105,1.9920033,1.2987307,1.0067776,2.3890834,1.1292268,1.3314214
DNAJA1,2.343534,1.9042434,2.2554965,0.84957314,1.0325953,0.57720244,0.9584636,0.8075431,0.50263405,2.6902328,1.7043633,0.75067586,0.7713613,0.96396816,2.4001398,1.7533312,1.7438606,0.52025145,1.1109031,1.045225,1.2601763,0.5790332,0.43319422,2.1080654,1.7789923,1.0866119,0.737601,0.6412653,1.0657715,1.34136,1.5678495,0.46094528,1.3310184,1.4659467,1.4988794
SHMT2,1.45453,1.2112248,2.0505016,0.54985386,0.42904767,1.6641315,1.2257062,0.5770433,0.9852555,1.1837344,1.571355,1.2308266,0.7241492,1.0373796,0.5081014,1.7791424,0.2880646,1.2514976,0.35922718,0.92864275,2.7070463,0.7861135,0.16016974,2.470815,0.75317246,0.9909811,0.7939947,0.16289815,0.49659133,1.541984,0.48452643,0.60991293,0.7883359,0.7880495,0.3564098
GATA3,-0.09365047,-0.07766943,-0.0950006,-0.05387808,-0.0718758,-0.05812538,-0.09252508,0.15865478,-0.06318061,-0.09143402,-0.09097189,-0.065953225,2.812864,-0.054541104,-0.073916756,-0.039834373,-0.00091036136,-0.06066056,0.08560401,-0.066053286,-0.09690179,-0.040604543,-0.046295095,-0.11373327,-0.08888414,-0.03263935,-0.08282838,-0.033097968,-0.101425685,-0.07316918,-0.06945027,2.2492378,-0.06849442,-0.07451042,0.42368928
SLC2A1,0.65005666,0.26546404,0.795992,-0.008637444,0.8323497,0.07117192,1.9205313,0.29205546,0.14605503,1.1928023,0.6027717,0.9583128,0.15060657,0.09983609,0.34876892,0.024383588,0.7873786,0.64633465,0.056492265,0.66741776,1.7407421,0.0063061425,0.30881163,1.9056904,0.0023527911,0.49133536,0.58252525,0.94892913,1.3264742,2.1460342,1.4137616,0.022319116,0.22511278,0.09103285,0.19569775
CAP1,1.6741451,0.8326891,2.0597765,1.2686937,1.5152988,0.25666377,1.3461568,0.28077033,0.98242974,1.6073203,1.8950132,0.7935289,0.668333,0.46752694,1.0728033,1.0172572,1.062566,0.52959955,0.91607636,0.40415114,2.7209723,0.77936107,0.9108886,1.8299108,0.4522121,1.8774132,2.106648,1.0741235,1.8921092,0.6639508,1.1505077,0.4086056,1.2212487,0.22273037,0.82185376
TOP2A,1.3670863,1.0321611,1.7686208,0.56215465,0.5608059,0.70329916,1.2947962,1.0253888,0.4352047,0.78470194,1.3176267,0.67682505,0.374072,0.83943635,0.38748962,1.1516314,0.8532557,0.551507,0.8742962,0.7468816,2.3478715,0.43725365,0.20927095,2.5458858,0.23215085,0.6153741,0.7689578,0.49172232,2.0257492,1.2084033,2.4957194,0.9980663,0.89603263,1.5456886,0.99035263
PSMD4,1.9371567,1.6547244,3.3564432,1.0648779,0.90835285,1.0516102,1.4136757,0.5319818,1.0228817,1.5080746,1.9715601,0.78772277,1.6105424,0.5582821,2.2272515,0.7784516,1.1364535,1.0445992,1.092255,1.7358675,1.4962867,0.9170621,0.788372,1.6464161,0.80478686,1.3189816,1.530575,0.8387095,2.2862232,1.0258923,1.1879478,1.0333132,1.4506282,0.616114,2.5403063
RHOBTB3,0.09371103,-0.040176798,0.066203,-0.04767485,0.2400933,0.15677649,1.3071779,0.029998723,0.050340492,0.21135327,0.105512016,-0.0061758794,-0.02122896,0.05150726,-0.04647347,0.26892713,0.3598109,0.11081122,-0.026749313,0.052101545,-0.08013131,0.049441244,0.22819008,-0.056711767,-0.07823035,0.105736315,0.055034492,0.06991971,0.46387264,0.00410815,3.4408748,-0.00857626,0.05139061,0.34478894,0.006152412
ATP6V1E1,0.9640837,0.53230065,0.83440536,0.6434041,3.4511487,0.33841088,0.7807979,0.18670882,0.34456405,0.84404445,1.1296619,0.25039056,0.19948153,0.16217591,0.5308365,0.37259993,0.7969021,0.23724711,0.09087345,0.27915132,0.4682313,0.33337504,0.47494045,0.7575788,0.34461156,0.8145942,1.6245137,0.5315514,0.85023046,0.33142427,0.2692438,0.315211,1.0760415,0.4829011,1.574917
TUBB6,0.6726579,0.8308082,0.73293436,1.4433979,1.0316423,0.07013385,0.42387798,0.019483969,2.3744965,0.72680134,0.93997014,-0.07020702,0.22604083,0.06585387,0.57259524,1.9872531,1.0003723,-0.0580256,0.60989565,0.41578007,-0.059988245,0.14706996,0.46122965,0.62881964,-0.08081817,0.8477611,1.098552,0.4043263,1.8737789,0.06278296,-0.015420773,0.18667717,0.6734839,0.024291132,0.23190308
HNRNPA3,1.2713346,1.190004,0.99801576,0.556509,0.960181,1.0820009,2.2372274,0.59081906,0.6304743,1.852273,1.204747,0.8859269,0.66660804,0.6823254,0.93269527,1.6418432,0.7045552,0.37659198,0.5906783,1.2001233,1.3677179,0.6792282,0.23878548,3.4568856,0.67648166,0.976936,0.99547875,0.50847465,1.8596315,1.0881339,0.9868835,0.4709461,0.52052474,1.003212,0.80506057
KARS,1.1131614,0.95383245,2.11226,0.6227661,0.37408116,1.0985439,1.1274434,0.30872318,0.66358757,1.719877,1.3098445,0.8780707,0.89746016,0.6708747,0.6395978,2.7917511,2.0209355,0.5513799,0.5821038,0.8249244,1.4217156,0.5681892,0.31166437,1.3606341,0.595156,0.8623466,0.68829,0.5220754,1.0562514,2.5287113,1.1943641,0.44952044,1.022054,0.31464085,0.6180825
HMGN2P5,1.8506001,0.70045114,1.6236997,0.6054958,1.2567171,1.9484704,0.044748757,1.1155455,1.4980767,0.6685927,1.5297569,1.380886,1.8322006,1.0313807,0.7636234,0.6626386,0.98172146,0.26741537,0.38303617,0.60778064,1.9098094,1.6324847,0.40230858,0.059183702,0.83976555,1.3093917,2.0965438,0.83634824,2.6756248,1.3998493,1.5226091,0.6727729,0.97744805,1.0861081,1.3948042
SPINK1,-0.09385474,-0.077756435,-0.11820233,-0.06135675,-0.07743888,-0.07083291,-0.09333694,-0.04587794,-0.06300209,-0.09903545,-0.092187054,0.2459329,-0.067275435,-0.057586215,-0.054838754,-0.0929634,-0.0807135,-0.061302245,-0.045628846,-0.06700222,-0.097776525,3.5305815,-0.04592831,-0.1140727,-0.08932334,-0.09265477,-0.08283533,-0.052437972,-0.102792464,-0.08229189,-0.08468076,-0.060522333,-0.08035954,-0.06764262,-0.10115863
F3,-0.055065688,-0.07488766,-0.08196684,-0.05138882,1.5076565,-0.06617462,0.7376726,-0.023203928,-0.0038441024,0.481308,-0.06311931,-0.04913243,-0.05631304,0.23952393,-0.030152146,-0.005811544,0.37858105,1.1810514,-0.040762205,-0.04797449,-0.08060205,0.018821465,0.19365102,-0.040581603,-0.07867177,0.349638,-0.061939355,0.07873377,3.035812,-0.05882127,0.097378075,-0.056028705,-0.069239184,-0.049244322,-0.075600185
CPNE1,0.5647379,0.095935464,0.5947832,0.73630875,0.22861552,0.57675713,0.57597494,0.15501754,1.2826216,0.9723775,1.0807382,0.9843063,0.26058638,0.28532305,0.87117094,0.16007696,1.8887831,0.29139423,0.72709113,0.22548978,2.6732068,0.6838529,0.046637867,0.74199533,0.58221716,2.3450813,1.0759126,0.7060714,1.182371,0.7629558,1.7430978,0.41543913,1.0916893,0.5610373,0.37786672
SAT1,0.4171174,-0.0614681,0.23210692,1.647341,0.68564653,0.17057781,1.7930279,0.44446728,0.0026145026,0.81343645,0.26848847,0.22249335,0.040141184,0.4244332,0.2920571,0.35467845,0.38842028,1.0673914,0.68043506,0.2505417,2.3363106,0.24055396,0.17530793,0.47666797,0.25298324,0.42148733,1.1600325,0.07978379,0.27254695,2.0293145,0.29234985,0.17698137,1.557084,0.34491184,1.1482389
FKBP4,0.84576666,1.2519743,0.92611307,1.2315456,1.3495259,1.1949586,0.48397315,0.80830824,0.53214186,1.7073945,0.86660343,0.6741699,0.8131411,0.72183317,2.0451095,1.2623078,0.71679044,0.6706996,1.1873885,0.79857534,0.7005418,0.14870985,0.49010628,0.8802463,0.54695874,0.323838,0.48723832,0.2390225,0.21595238,0.76578665,0.99345154,2.746515,0.7941305,1.7677202,2.664501
SNRPD3,1.7606885,2.1645632,1.7170067,0.7008014,2.1822712,1.6247958,1.8025268,0.5154985,0.68705183,1.3993137,2.0546367,0.98252314,0.6121034,0.9061259,0.7416429,1.325012,1.5947143,0.64153093,0.53587013,1.1264875,1.3716576,0.8108359,0.8592673,2.6858423,1.3393946,1.0291686,1.6704867,0.33915702,1.5281048,1.7557752,2.0792866,0.9412859,1.325222,1.1846538,2.6488645
CD9,-0.021350622,-0.064567335,0.5778128,1.297927,2.20442,-0.06751767,1.860618,0.40788358,0.23804338,0.8263661,0.5505034,0.43483824,0.8670237,1.1692884,0.092167675,0.3850028,1.4053006,0.18573922,0.31352517,0.06271536,0.102865785,0.24803871,0.9208228,0.3735994,0.28007245,0.25605947,0.28509572,0.37379986,0.11528575,1.1740483,1.7814887,0.13656837,0.04342214,1.6167687,1.0163585
NSA2,0.7696344,1.1574878,2.1117997,0.7783858,0.51771194,0.7778364,1.5735798,0.6200983,0.47075516,1.3141022,1.2323927,1.0353124,0.54402274,1.0606974,0.60658497,1.532503,0.87048024,0.8215261,0.3927581,1.1551447,0.9428888,0.50176704,0.2942263,1.2042509,3.5703251,0.85799116,0.7835982,0.8029434,1.1737409,1.3271366,1.8709302,0.6084827,0.82629365,0.80805403,1.6726391
CTNNA1,1.8057249,0.50685424,2.0992577,0.7385653,1.3036722,0.2837262,0.721919,0.6910549,0.40365556,1.140851,2.3418205,0.8864916,0.80591065,1.0613278,0.44248334,1.3525258,1.2736373,0.8895417,0.28472325,0.70327955,2.0238092,0.67705774,0.69806427,1.5380826,0.1601045,0.8818574,1.3965678,0.6376765,2.755637,0.7427056,1.5029458,0.6464959,0.8694618,0.6718797,0.6148585
ARPC3,1.5005506,0.9422045,2.3430727,0.7856697,1.0305614,0.78101635,2.223466,1.0284146,0.86289924,1.1405629,1.8741622,1.3954931,1.0605861,1.0756187,0.4512641,1.6833656,1.972439,1.0942978,0.8646515,0.8654293,1.3966179,1.1193322,0.7304785,2.3232036,1.6564771,1.3684784,1.1571844,0.6279368,1.9224161,1.3806919,1.5712593,1.704559,1.7934206,0.74205595,3.3855245
NUPR1,-0.07909716,0.29873097,-0.09903528,-0.060751192,0.2227101,-0.05642838,-0.023371357,0.3503152,-0.01914782,-0.09651692,0.09516404,-0.05630087,-0.054252174,-0.058850206,0.17176886,-0.07074719,0.12301317,-0.057070944,-0.045213196,-0.066311516,0.7669421,2.4890304,0.27305728,0.100227736,-0.087827235,1.8833642,-0.062542036,-0.02736334,0.08607642,-0.07428113,-0.07257945,1.3292716,0.09067137,1.3830861,0.6410634
COL18A1,0.5428813,-0.020223672,-0.027781826,-0.028852316,0.20814885,-0.070295915,-0.09087632,-0.021398097,0.0030795375,0.08568867,0.31845978,-0.018069552,0.08924664,-0.058659956,0.049631316,0.23983529,-0.030103946,-0.043773342,-0.034782834,-0.058190208,-0.011650184,0.11793173,0.4260498,2.4025896,-0.07401224,0.60482126,0.055291966,0.39285284,2.6797307,0.24015507,0.07120344,-0.0036094135,0.010070368,-0.013860694,-0.062347576
MTPN,2.6259453,1.0962585,2.8778992,0.70012,1.1006966,0.71391463,0.64538985,0.46296415,1.3004205,1.4657012,2.375799,1.1471834,0.59792185,0.5983719,1.009638,1.7880485,0.82846534,0.47750318,0.7867153,0.8069228,1.3263167,0.29282144,0.5125069,1.2727331,1.4456547,1.3629915,1.4713442,0.62813115,0.8646422,1.1828085,0.9419564,0.41588235,0.5698723,1.004234,0.6220386
COX4I1,1.5104512,1.4095302,2.3256903,0.7939806,0.59102374,1.5209576,2.111011,0.8139318,1.3412094,1.9593556,1.9103012,1.1705035,2.0200305,1.4322397,2.1690505,0.89178693,1.1502836,0.9905713,0.5094157,1.0160484,3.1373417,1.5695646,0.60622334,2.1124794,1.5319543,1.1781033,1.4735458,0.6134713,1.8403909,0.9450781,1.2133384,1.3661797,1.6243963,0.3635019,1.9141281
VAT1,1.4971373,0.356407,0.7460849,0.724978,0.21824609,0.34349316,0.118782245,0.25278544,0.53051007,0.5133539,0.7594734,0.20162107,0.11234934,0.100009,0.6973565,1.0725175,0.3937048,0.22691923,0.1763531,0.28218195,0.08577307,0.4058905,0.003729068,1.1076003,0.17079473,0.95184386,3.109213,0.6176464,1.025742,0.13834386,0.39640498,0.2994009,1.5869898,0.043766662,-0.016099982
PRSS23,0.36094174,-0.07278505,0.5815326,-0.059564337,0.20844254,0.11492837,1.6087904,-0.016097197,0.3935148,-0.060307983,2.1809452,-0.042592455,0.19921423,0.0036310656,0.13304234,0.041513376,0.8405995,0.6154585,-0.000266131,0.30857643,0.13115725,0.124036066,0.1635304,0.13839088,-0.073447004,0.61270225,0.08676674,2.1293926,0.7112536,-0.057437755,1.5238475,-0.056562487,0.54309046,-0.009492178,-0.094198704
CBX3,2.0146408,0.9112562,2.0542645,0.7795577,0.52610916,0.82229805,1.438177,0.19086336,0.61458373,1.8935086,1.8239032,1.1948887,0.96036714,0.9995046,0.72862285,1.3598363,1.7235302,0.6442192,0.57886416,0.9787146,1.3367316,0.6473818,0.5900632,1.627905,1.5303218,1.1096478,0.6548191,0.8753179,0.56659615,1.5358618,1.2253026,0.9155064,1.5015305,0.9878318,3.3064363
