,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST ,DLD1_LARGE_INTESTINE ,PA1_OVARY 
KIAA0232,0.015118503,0.011156582,0.010314544,-0.01626406,-0.02421919,-0.023835538,0.03802876,-0.03976376,0.008078349,-0.021533834,-0.0115992,0.004160405,0.00419443,0.025232552,-0.021837067,-0.007431069,0.018323475,-0.014429541,-0.040276967,-0.001427761,-0.008899651,-0.02061787,0.007786098,0.03294896,-0.026215075,0.040824726,0.12786798,-0.028056897,0.10755217,0.020859903,-0.034958065,-0.006289345,0.16191655,0.03155154,0.13088554
RP11-658F2.8,-0.04395428,-0.03779407,-0.056900512,-0.009902239,-0.029175302,-0.014863017,-0.030143835,-0.03840991,-0.02213853,-0.057661742,0.02526071,-0.000680223,-0.026856048,-0.031565305,-0.060547102,-0.028935727,-0.040346526,-0.028330633,-0.05620189,0.031144314,-0.011546752,-0.019886296,-0.008332602,-0.03926002,0.0076997,-0.006989805,-0.048503883,-0.003393058,0.04129624,0.04304667,-0.043438055,0.12286291,0.17783238,-0.038883563,-0.036342055
RP11-79D8.2,-0.031872626,0.013065414,0.018102817,-0.06088274,-0.074837975,-0.055511966,-0.04610619,-0.057012323,-0.099035434,-0.055871494,-0.07081697,-0.063168615,-0.051238075,-0.031206602,0.15698831,-0.007448781,-0.061526436,-0.04157366,-0.058382444,-0.09972358,0.033493962,-0.046380784,-0.08769327,-0.040713865,-0.08314906,-0.050631188,-0.07678361,-0.08235778,-0.028461939,-0.060800202,-0.022253776,-0.07462038,-0.100139596,0.002278567,0.019339232
SLCO3A1,-0.06675653,-0.07789103,-0.06617572,-0.057889942,-0.02099347,-0.07071284,-0.04004566,-0.061277702,-0.08517088,-0.082218565,-0.07399876,-0.04080543,-0.054027814,-0.016448515,-0.089864194,0.005970988,-0.04534995,-0.03798127,-0.06181538,0.19047464,-0.01872104,-0.036091506,-0.07830019,-0.04571682,-0.080000944,-0.000567254,-0.030225657,-0.046473417,-0.027175501,-0.059420433,-0.07167628,-0.07390741,-0.08231972,-0.094451316,-0.090352915
MLF1,-0.05565522,0.11982734,-0.00571042,0.067674235,0.026017409,0.062329944,-0.02523106,0.013727671,0.04533896,-0.029853573,-0.016931664,-0.010846073,-0.025624705,0.017293647,0.0002713,-0.004693084,-0.020209732,0.025469955,-0.04075332,-0.053384762,-0.06103531,0.017670762,-0.089340195,0.006861916,-0.027475223,0.013317871,-0.06437328,-0.07373714,-0.01009028,0.011791585,0.0422116,-0.060683485,0.019049883,0.047134917,0.116270654
ALS2CL,-0.09295111,-0.07267111,-0.113272764,-0.03347301,-0.023509193,-0.06952797,-0.022324258,-0.06323756,-0.07239253,-0.10075631,-0.058825262,-0.057443224,-0.012006447,-0.062390607,-0.08707293,0.10446013,0.076113984,-0.04041438,-0.0629451,-0.10133462,-0.0656634,-0.017873542,-0.059744596,-0.07978656,-0.08204632,-0.035171285,0.019161185,-0.07153322,0.00853486,-0.016935091,-0.08214956,-0.07085643,-0.016973948,0.022493945,-0.109698884
IFI27L1,-0.010535832,-0.023093347,-0.07653862,-0.022692133,0.063878335,-0.009829131,-0.02221751,0.022976402,-0.05950038,-0.068855986,-0.044980824,-0.042111512,-0.045679487,-0.061448753,-0.021755902,-0.017484952,-0.038185384,-0.033996776,-0.028456885,0.17453459,0.001426402,-0.016924514,-0.038481653,-0.04840737,0.06190509,0.06976685,-0.016089382,-0.04261319,-0.000271539,0.017379427,-0.04617294,-0.028610773,-0.030374255,0.056276403,-0.013539956
KLF16,-0.009742728,0.083353706,-0.032739334,0.10654248,-0.017561141,0.031054579,0.001518963,0.056298964,0.09934007,0.09363578,0.053291757,0.004771187,0.04336769,0.10381093,0.08563014,-0.011202261,0.011865078,0.10285921,0.048234064,0.08562023,-0.006972731,0.018158356,0.013921467,0.008465588,0.09148787,0.02915577,0.111175135,0.047570016,0.005438915,-0.000207703,0.11929896,0.01440406,-0.049052086,0.109255694,0.11053313
PIGX,0.025557978,-0.008898999,-0.061314613,0.005333067,0.15084377,0.01083304,-0.012547253,-0.038001653,-0.022278547,0.001579975,-0.030185932,0.003115825,-0.012599997,-0.03777475,-0.02225622,0.04600006,-0.022380328,-0.012509357,-0.015004857,0.11580052,-0.001609638,-0.010323206,-0.051042557,-0.021807969,0.002451791,0.026806599,0.08823058,0.006661601,0.033342056,0.124780655,0.068166494,0.015317672,0.06077669,0.007964985,0.038713966
P2RY1,-0.053344093,-0.075611666,-0.08569036,-0.05729295,-0.069239,0.00296312,-0.04610619,-0.054892328,-0.08520337,-0.048908427,-0.07031786,-0.06652273,0.19728185,-0.0657122,-0.06850075,-0.07820892,-0.04739044,-0.042728342,-0.049476862,-0.08618633,-0.05268747,-0.046165448,-0.06745539,-0.09322929,-0.073258236,-0.03741664,-0.09792551,-0.082169734,-0.08262003,-0.060773723,-0.046347402,-0.027932495,-0.0930237,-0.07617681,-0.020511078
PML,-0.024465214,0.039987136,0.000371933,-0.044910893,0.002589347,-0.041889187,-0.03208815,-0.02031522,-0.06633723,-0.029553719,-0.04245508,-0.038416978,-0.007511835,-0.013557697,0.008651118,-0.005626693,-0.018954817,-0.03678327,-0.03430416,-0.03573351,-0.04087347,-0.018407524,-0.051678523,0.20525086,0.020998182,0.036766093,0.060848586,-0.042206943,0.014292927,-0.035694513,-0.024889434,-0.028533624,-0.07130654,-0.054459542,-0.06548756
DEDD2,-0.010253418,-0.007602738,0.06730414,-0.002754432,-0.012529586,0.019010874,0.0916129,-0.019564683,0.05438637,-0.028839305,0.123712726,0.006277311,0.026390491,0.00595086,0.02788075,0.107426666,0.080039255,-0.021230288,-0.013800105,0.08599868,0.15815628,0.010534326,0.040295158,0.013566089,-0.043625295,-0.005865675,-0.015255804,0.022554958,0.07641982,-0.016809355,-0.02032138,0.03615119,0.09718489,0.040008895,0.011759408
GGT6,-0.09381993,-0.07795259,-0.11826742,-0.061454684,-0.077352926,-0.069794856,-0.016190955,-0.06345439,-0.09885493,-0.102926835,-0.048013486,-0.06484197,-0.06791102,-0.07605314,-0.09285934,-0.0772297,-0.054947793,-0.045597773,-0.067376666,-0.10115081,-0.06632538,-0.0455066,-0.08937435,-0.09339372,-0.08314906,-0.05263384,-0.10279247,-0.08191232,-0.053383242,0.17137551,-0.08290679,-0.07522961,0.015453253,-0.06195584,-0.11565397
TP53I13,0.034231693,0.07829099,0.077532776,-0.05954665,0.027172405,0.016534379,-0.019371275,0.002122129,-0.027205419,0.055927083,0.07842649,0.06610943,-0.032383263,0.0974903,0.01579427,0.12130573,0.039970443,0.019014588,0.055320837,0.11436045,0.059657976,0.021515692,0.08120738,0.027356008,0.018359162,0.016855882,0.12429955,-0.03576853,0.07095181,0.122420974,0.08297494,0.062384434,0.13568121,0.052525662,0.040413175
GTF2H2B,0.05057775,0.1459352,0.042560298,0.07820146,-0.040993966,-0.023773346,-0.02171895,-0.002629547,0.12131385,-0.004447678,-0.029601172,-0.019769838,-0.019349437,0.028086672,0.08926209,-0.057323072,-0.014264368,0.007397938,0.0626789,-0.030364012,-0.043169614,-0.035589196,0.0568349,-0.042203378,0.002357588,-0.018384276,-0.023142012,0.019743305,-0.03171402,0.005354942,-0.007493768,-0.030976597,-0.009754204,0.029834332,0.059129365
CAMKK2,-0.016045788,0.025037091,-0.02702067,0.024329228,0.018840024,0.121581785,0.018554606,-0.004636658,0.051271513,-0.027642684,0.026433982,0.021523785,0.067427225,0.07192907,0.10701591,-0.00309336,0.02809309,0.003129612,0.019432224,0.08469378,-0.002792959,-0.008717993,0.001201928,0.02093602,-0.009165678,0.004938273,0.054895487,0.049978472,0.08382794,0.0640619,-0.011062295,0.21344443,0.062184233,0.04435782,-0.008487311
IDE,0.021472713,0.031459212,0.056420825,0.003250443,0.06773163,-0.025561033,0.00582812,-0.013172056,0.17770398,-0.02557393,0.030953571,0.015462308,0.024015183,-0.021826519,-0.027212473,0.010429166,0.04182228,-0.009782977,0.03875203,-0.004198605,-0.002144701,0.004923225,-0.03229176,-0.043141574,-0.008642681,-0.010834461,-0.000251824,0.053147342,0.0690455,0.019593826,-0.026431402,-0.000238607,0.039668422,0.079373315,0.16492721
NRK,-0.0939323,0.17853174,-0.11839726,-0.061454684,-0.07225157,-0.028296284,-0.042147744,-0.008135051,-0.09898646,-0.10288928,-0.0760283,-0.06681525,-0.06824437,-0.076038204,-0.060394324,-0.042494398,-0.061487306,-0.04561564,-0.06731855,-0.0972375,-0.06630635,-0.046380784,-0.089404754,-0.09343569,-0.08314906,-0.052608177,-0.10279247,-0.08234625,-0.08468076,-0.060480054,-0.08296381,-0.07538646,-0.08239875,-0.09461079,-0.115785226
ZCCHC10,0.019415727,0.1140806,0.025652826,0.0578024,0.017590748,0.00701448,0.03365064,-0.036981735,0.045228917,-0.003578503,-0.000415791,-0.014781234,0.005632164,-0.010979435,-0.006822417,0.004254804,-0.009449429,-0.00602477,0.00102187,0.054020915,-0.008707118,0.008932928,0.12508406,-0.025284028,0.014684761,-0.006367048,0.0541992,0.018823903,0.06870823,0.008264644,0.015949741,-0.00401253,0.11389939,0.016065622,0.20089455
NIPBL,0.043873936,0.02548712,0.011283369,0.009501839,0.10266285,-0.002062832,0.011724051,-0.022510555,0.055599723,0.02611763,0.03997152,0.003381669,0.010008572,0.030319087,0.034925595,0.1109995,0.01454284,0.10160336,-0.022185912,0.08578081,-0.02843614,-0.011179042,-0.028254755,0.014352738,-0.016634192,0.026332956,0.075356424,0.049361475,0.11803202,0.01812565,-0.014171504,0.057748,0.007899072,-0.021582294,0.18583153
RP11-793I11.1,-0.09353014,-0.07807618,-0.118438475,-0.061454684,-0.077531055,-0.06952748,-0.04610619,-0.06094597,-0.099035434,-0.102926835,-0.07606316,-0.067275435,-0.06828687,0.18126355,-0.08457978,-0.0807135,-0.061526436,-0.045662187,-0.067376666,-0.10075084,-0.06604231,-0.04168783,-0.089421935,-0.06283427,-0.08314906,-0.05263384,-0.000453772,-0.080991216,-0.08468076,-0.060800202,-0.08301683,-0.07447695,-0.100253925,-0.09407092,-0.114977
CFP,-0.092377916,-0.077188835,-0.11297771,-0.060020573,-0.07639367,-0.0702205,-0.04584222,-0.063303374,-0.09672944,-0.101850376,-0.073755234,-0.063842766,-0.06746185,-0.07453902,-0.09105228,-0.07936077,-0.0613104,-0.045096915,-0.066638775,-0.09901112,0.19075419,-0.045915652,-0.08729261,-0.090358116,-0.08048819,-0.051425606,-0.10084418,-0.07865011,-0.08270222,-0.058743406,-0.079563275,-0.07375167,-0.09456833,-0.09354994,-0.11330112
IFT46,-0.042583145,-0.053989038,0.13073412,-0.056947604,0.006568597,0.012831194,-0.014266708,-0.013579385,-0.01570666,-0.03219429,-0.002787199,0.07033059,-0.014144351,-0.057824824,-0.025093395,0.002435261,-0.039400514,-0.02841877,-0.048227344,0.09489964,-0.022297697,0.002994099,-0.03955574,0.0625016,-0.048386943,-0.012683184,0.0059731,0.003293513,0.100550085,0.067512915,0.037254985,-0.009767859,0.019753931,-0.022242896,0.07834126
KLF7,-0.07929405,-0.06980121,-0.09577749,-0.055533662,-0.070262946,-0.05015674,-0.04018094,-0.03681266,-0.0762751,-0.05375754,-0.075983554,-0.06412506,-0.047951095,-0.019074893,0.051380537,-0.04426505,-0.04383457,-0.028340854,-0.052967645,0.17333964,-0.054355994,-0.026350383,-0.089059934,-0.029917005,-0.071571365,-0.027274875,0.036438,-0.082210645,-0.017316194,-0.05423722,-0.07969718,-0.052957613,-0.012079963,-0.07039279,-0.01928275
RASSF1,0.1190868,-0.011714833,0.009778397,0.04367266,-0.018236244,-0.010075643,0.01591449,0.010928771,0.047498822,0.05397209,0.007973277,-0.022825295,0.06265163,0.0358999,-0.009243252,0.036888763,-0.01853268,0.020734776,0.000580803,0.006851955,-0.012944078,0.00916419,0.019448513,0.19872844,0.073768444,0.006795167,0.06289842,0.12088724,-0.001018694,0.044746757,-0.0251141,0.08960112,0.013412146,-0.002227912,-0.035026096
FAM105A,0.14571747,-0.07710193,-0.11090121,0.011663518,-0.041707505,-0.070340574,-0.041799996,-0.058193132,-0.0554632,-0.09739415,0.03134143,-0.031591594,0.015513266,-0.07119029,-0.08932722,-0.03464947,-0.048898812,-0.035215933,-0.06538397,-0.09620807,-0.051471807,-0.033686534,-0.05503296,-0.07797821,-0.082323804,-0.025237918,-0.07393742,-0.079250954,-0.028820753,-0.054630402,-0.0792709,0.020275673,-0.07438862,-0.09208939,-0.10304952
CIITA,-0.06278094,-0.07684727,0.117614925,-0.061353542,-0.072386615,-0.07047563,-0.045492962,-0.05753228,-0.09862984,0.12122373,-0.07569195,-0.066857725,-0.06784964,-0.074820705,-0.09206134,-0.077450365,-0.061092075,-0.045569208,-0.067247644,-0.10081123,-0.06612232,-0.046076916,-0.08865752,-0.089804225,-0.07118674,-0.046561632,-0.10249404,-0.08213312,-0.0736434,-0.060490135,-0.07729794,-0.07520843,-0.09850905,-0.094495945,-0.11556935
C5AR2,-0.0939323,-0.07807618,-0.118438475,-0.06126697,-0.077531055,-0.07097218,-0.000542074,-0.063416086,-0.09888883,-0.102926835,-0.07564564,-0.037954256,-0.06828687,-0.07594174,-0.09285064,-0.07690726,-0.044348255,-0.045609903,-0.066614956,-0.10148807,-0.06632538,-0.046380784,-0.089318715,-0.090031825,-0.08314906,-0.052300923,-0.10172266,-0.08228885,-0.08468076,0.17746194,-0.08301683,-0.07540198,-0.05663647,-0.09457314,-0.113634534
KCNS3,0.054056853,-0.07792522,-0.009220965,-0.05627868,0.017087584,-0.062227372,-0.027824149,-0.05477624,-0.051031873,0.016313106,-0.07592183,-0.019765768,-0.058459766,-0.013455522,-0.09047052,-0.07516147,0.005784628,-0.03973122,-0.0637428,0.026827939,-0.066067666,-0.045312822,-0.08932885,0.097575724,-0.0691903,-0.004202894,-0.057521943,-0.05968835,-0.053260088,-0.04246156,-0.07817861,0.056964975,0.04953554,-0.057764463,-0.11401194
TDRD7,-0.03801687,-0.06259613,-0.06734991,-0.006415352,-0.023917086,-0.031380884,-0.014240655,-0.054240253,-0.034526195,-0.018283114,-0.026351944,-0.029072884,-0.004153261,-0.044510987,0.001270383,0.017928595,-0.0373778,-0.035901904,-0.038047977,-0.08176449,0.002901383,-0.035006773,-0.010237743,-0.00728238,0.2066188,0.000942433,0.046664484,-0.05802764,0.041936867,-0.039694674,0.04584655,-0.041257184,-0.03309735,-0.003915003,-0.020892814
EEF1A1P12,-0.049145464,-0.023031104,-0.06451631,-0.029813372,-0.030352907,0.07134418,-0.003746513,0.11238158,-0.076148435,-0.042310983,-0.027524795,-0.019994644,0.034099117,0.00583979,-0.03485719,-0.06779863,-0.024290456,-0.019496713,-0.029132817,0.14884397,-0.046244144,-0.0183093,-0.03255879,-0.011870381,-0.023376543,0.021682654,0.00330665,-0.005826944,-0.033958543,-0.039684597,-0.06084125,-0.019922186,-0.005000339,-0.0764143,-0.087831005
SYNJ2BP,0.10285623,0.033109527,0.07534254,0.013172121,0.030132698,0.015607193,0.024689658,-0.018612934,0.04457767,0.1080611,-0.018085372,0.040707856,0.013068644,-0.018741352,0.067921676,0.041583367,0.007877779,0.008952964,0.009528735,0.15778796,-0.001693019,-0.013836774,-0.002756965,0.08921875,0.008387311,0.03497566,0.08905257,0.015284386,0.13122547,0.081108674,0.031818375,0.05295871,0.15408517,0.10718862,0.074572586
VGLL4,0.005723006,-0.03375081,0.013476447,-0.019073782,-0.048271053,0.010694748,-0.03124976,-0.040722936,-0.074527435,0.039409302,-0.047353692,-0.013940038,-0.033747215,0.07888625,-0.047845025,-0.047318444,-0.038229655,-0.03627333,-0.049550824,0.17565136,-0.05506228,-0.02792235,-0.06544493,0.016623465,-0.032835275,-0.0265842,-0.036348876,0.0513317,-0.06626987,-0.023856578,-0.043657195,-0.01847529,-0.06516763,-0.06573807,-0.052822553
AC000068.9,-0.046962474,-0.048862036,-0.08125645,-0.04338165,0.04501622,-0.01335877,-0.022139776,-0.05483015,-0.055360388,-0.057202764,-0.003533163,-0.033006422,-0.035793643,-0.052130084,-0.06759645,-0.017960489,-0.0456176,-0.019245688,-0.055710234,-0.0443864,-0.049508255,-0.036070254,0.06489986,-0.04958248,-0.036180697,-0.038225498,-0.025323754,-0.026493484,-0.009178218,-0.039639153,-0.059102833,-0.010109603,0.18383975,-0.08456257,-0.10113406
JMJD1C,-0.009914756,0.05605397,-0.01581966,0.00146259,0.007899188,-0.019882021,-0.025117967,-0.004800328,0.08297111,-0.026896166,0.011461228,-0.024244102,-0.013765671,0.017496016,0.045352038,0.047569696,-0.02173278,0.005197087,-0.040739797,0.09486665,-0.03847213,-0.014142156,0.06093347,0.01358485,-0.016975867,-0.001840427,0.029112255,0.048456643,0.053710073,-0.002772998,-0.034323927,0.016368287,0.015433669,-0.02184922,0.21120161
SLC6A20,-0.09389252,-0.07692974,-0.118408225,-0.06144636,-0.07670441,-0.07068679,-0.045911312,-0.06347658,-0.09163744,-0.10287182,-0.06484261,-0.06709537,0.007377442,-0.07592703,-0.0929634,-0.08056369,-0.061512087,-0.045517046,-0.06735536,-0.101489775,-0.06615762,-0.046235934,-0.089270346,-0.09261323,-0.08314906,-0.052583653,-0.1026075,-0.08235778,0.16034536,-0.06067208,-0.082822375,-0.074807934,-0.09995217,0.020843264,-0.11579407
IKBKG,-0.013200386,-0.046063922,-0.013789853,-0.016945865,-0.022331703,-0.03929928,-0.019209886,-0.028300123,-0.06105545,-0.044680525,-0.004078691,-0.017237121,-0.046517372,0.07781377,-0.03571769,-0.038299225,-0.021364773,-0.011732501,0.015228445,-0.04099229,-0.014065327,-0.020329442,-0.055634003,-0.037703898,-0.013176139,0.119861655,-0.018199293,-0.017162504,0.15495208,-0.0325218,-0.026513109,-0.055557325,-0.053631075,-0.079855286,-0.10044487
TCHP,0.071834415,0.028506279,0.1608662,0.007128756,-0.044306315,0.08215375,0.058809053,0.0291166,0.04723323,0.068110496,0.029295335,0.004577204,0.048103265,-0.003935252,0.1503925,0.031220272,0.035388667,0.016403293,0.15761349,0.12342089,-0.001720055,-0.018409098,-0.003785548,0.008167799,0.08296702,0.000985064,0.08952242,0.006575381,0.074051484,0.03385202,0.028238911,0.036452692,0.029739236,0.014075334,0.032363784
MED19,0.09080768,0.0527889,0.1584444,0.07871395,0.0325229,-0.000953573,0.00089274,0.07882152,1.37E-05,0.07612992,0.09862472,-0.003544865,0.015969373,0.04803644,0.025536012,0.1347016,0.0102195,0.03448152,0.00135245,0.09902912,0.06251571,0.020837892,-0.005951334,0.15414944,0.12099914,0.049069647,0.078905754,0.08430439,0.11719803,0.15456313,0.06323446,0.07887815,0.005154744,0.05610927,0.06810751
FGL2,-0.0935827,-0.077898756,-0.11778327,-0.061432038,-0.07717922,-0.070634,-0.046027005,-0.06348493,-0.09890579,0.18894695,-0.075890094,-0.06711291,-0.06636357,-0.07608654,-0.092440054,-0.08042054,-0.061351486,-0.04552344,-0.06469201,-0.10107726,-0.06632538,-0.046380784,-0.0889771,-0.092773505,-0.083040215,-0.05249794,-0.10262546,-0.08206069,-0.08418004,-0.06060741,-0.074589744,-0.07094711,-0.09910139,-0.09462954,-0.11497418
TTC27,0.02747503,0.11256238,0.08281771,0.104519464,0.003375227,0.028017772,-0.012121709,0.011546851,0.15699473,-0.013218918,0.0158499,0.01659096,0.031297162,0.009024601,0.15404722,0.0395115,0.007010359,0.0762663,0.084492646,0.016801078,-0.010441502,0.014439871,0.004915714,0.07988075,0.002167838,-0.020818172,0.019102411,0.061073784,0.0403597,0.000891125,0.07365719,-0.004070392,-0.038745854,0.09941705,0.078438476
TMEM163,-0.09387178,-0.07767657,-0.115487605,-0.06010355,-0.06110956,-0.069122404,-0.045898132,-0.06356272,-0.098524354,-0.09353032,-0.07567342,-0.06663473,-0.06794495,-0.07435642,-0.09119537,-0.08015511,-0.06104479,-0.045219593,-0.06711665,0.0066155,-0.025172787,-0.04617459,-0.08919082,-0.03710345,-0.07267142,-0.04823442,-0.100254506,0.1766949,-0.084430195,-0.060539678,-0.08236447,-0.071047425,-0.1006136,-0.093030736,-0.11147273
USP24,0.043198034,0.096103325,0.14365785,0.039957806,0.094309956,0.043577004,0.06564481,-0.000353392,0.1320769,0.029474637,0.071590334,-0.009679284,0.04028237,0.04593608,0.11223151,0.06575856,0.001469929,0.049159475,-0.002913381,0.018679999,0.001929714,-0.000822066,0.000117827,0.06016771,0.06780461,0.034117915,0.17635153,0.06996304,0.01110721,-0.001470702,0.067834616,0.039823797,-0.032650784,-0.031452563,0.08668192
PCF11,0.046859544,0.06304222,-0.014651303,0.0292339,0.053817548,0.02654809,0.015099553,-0.029109042,0.08995424,-0.005411611,0.05747802,0.06691174,0.052192107,0.045004774,0.053836465,0.042950418,0.037608422,0.011613853,0.005609511,0.11733476,-0.005570352,-0.002654847,0.04149658,-0.006051839,-0.003969507,0.04703842,0.11375619,0.078663565,0.2039648,0.0713454,0.011914005,0.111289166,0.07928172,0.044199176,0.13727368
AP4M1,0.11558438,0.1592975,0.14038256,0.18954532,0.015889157,0.024476286,0.07882924,0.116090044,0.031019513,0.071694575,0.11263578,0.103932135,0.060557038,0.026110794,0.020750092,0.10393254,0.007391488,0.040060844,0.037679978,0.020666234,0.06632044,0.08275878,0.09009206,0.1467261,0.033106927,0.010178024,-0.002030492,0.06566413,0.064402446,0.061600313,0.057804424,0.08398901,0.099941485,0.011357508,0.001701676
PPP3CB,0.016957007,0.020276403,-0.019277496,0.017720008,0.006394673,-0.003075037,-0.012525794,0.047332104,0.06567824,-0.03306393,-0.002004499,0.03834734,0.002517834,0.05267309,0.035326924,-0.000663987,0.031673167,0.007412395,-0.013332981,-0.00315756,-0.03341552,-0.007014256,0.002563868,0.030369993,0.022635147,-0.008315615,0.07501882,0.013591926,0.04003838,0.059742797,-0.028064007,0.033822168,0.1385334,0.075414516,0.21589792
RP11-163E9.2,0.07109331,0.022183657,0.03743279,0.07614244,0.011240456,0.008970524,-0.008049444,-0.009022092,-0.003434219,0.10307717,0.03797621,0.021067569,0.012238782,0.009591168,0.04745889,0.010615134,0.023418536,0.011429276,-0.006916506,0.07278644,0.08139165,0.109018974,0.21349786,0.02744167,0.010024516,-0.016504766,-0.048024733,0.05355573,0.034849923,-0.000756348,0.060333457,0.030209858,0.03887942,-0.04479337,-0.015213208
C6orf132,-0.09386539,-0.077979624,-0.11808204,-0.038021293,0.009795537,-0.07014597,0.011813149,-0.063357115,-0.056878883,-0.102834105,-0.017326085,-0.047436193,-0.016331963,-0.0744742,-0.092637904,0.002040153,-0.024917219,-0.045022406,-0.0672959,-0.09950757,-0.056245685,0.01955538,-0.07550714,-0.09240625,-0.082979806,-0.050510563,-0.034218885,-0.08113575,0.06840912,0.042634178,-0.08282027,0.055542346,-0.043512534,0.015550802,-0.10939932
NLN,-0.022325555,0.014094635,-0.05375647,0.017203745,-0.046159122,-0.003531629,-0.007796112,-0.00766512,0.09625238,-0.03895942,0.014751151,-0.016238548,0.016290871,-0.010836063,0.15344495,-0.028833462,0.034812283,-0.01325156,0.12537226,0.040158164,-0.017310489,-0.025621837,-0.03428525,-0.03928967,-0.001808578,0.024340458,0.037521046,0.048587617,0.06281836,-0.004748905,-0.007262403,-0.034856826,-0.024529781,0.022954838,0.09536633
TMTC1,-0.05567724,-0.070697986,-0.10887458,-0.061334502,-0.074072696,-0.07060168,-0.046075057,-0.06344038,-0.09518536,-0.08861513,-0.0742122,-0.06440681,-0.068014905,0.106298104,-0.08502533,-0.07898519,-0.028568393,-0.044789426,-0.04066163,0.10936367,-0.052416276,-0.02326325,-0.08938162,-0.07711378,-0.042163566,-0.04770425,-0.081407174,-0.08193548,-0.083324365,-0.06076988,-0.046917588,-0.06480625,0.0390092,-0.09460011,-0.099542424
RP11-628O18.1,-0.09194947,-0.07807618,-0.06410541,-0.061454684,-0.077531055,-0.07097218,-0.04610619,-0.06356272,-0.099035434,-0.08919566,-0.07606316,-0.067275435,-0.06828687,-0.07608654,-0.0929634,-0.0807135,-0.061526436,-0.045662187,-0.067376666,0.18262416,-0.06632538,-0.046380784,-0.089421935,-0.09343569,-0.08314906,-0.05263384,-0.10279247,-0.08235778,-0.08468076,-0.060800202,0.007063329,-0.07540198,-0.101158634,-0.09462954,-0.11585951
C15orf38,-0.007920421,0.006762445,0.014791442,-0.029670786,0.002615052,-0.06429566,-0.029817061,-0.021818234,-0.0506608,-0.037740834,0.015721584,-0.047291655,0.018849775,0.04542061,-0.037500594,-0.005997662,0.023293884,-0.03835109,-0.052546002,-0.057079118,-0.052551538,-0.03864127,-0.050727386,0.068606615,0.072312936,0.01012669,0.039667357,0.026047692,-0.00949833,0.08763304,-0.082838245,0.10685327,0.000104917,0.012310356,0.101171374
AGGF1,0.089401886,0.029692357,0.13381854,0.036022436,-0.000533455,0.025989646,0.026687467,-0.015807284,0.055462215,0.11617574,0.008201387,0.03705155,0.040635683,0.000487167,0.06336127,0.053071268,0.037225094,-6.21E-05,0.028545624,0.09170622,-0.004170579,-0.016723406,0.003545295,0.0703438,0.019329015,0.019546159,0.10353707,0.04947131,0.17494947,0.084377654,0.03432695,0.07073227,0.13885376,0.013325485,0.13908592
CTD-2537I9.12,0.017405622,-0.013557904,0.0068935,-0.027580239,-0.04133816,-0.013909674,0.001302505,-0.056915972,-0.06086772,-0.009837284,0.095074005,-0.013873691,-0.007161794,0.03441279,-0.005794549,0.027140345,-0.014863002,-0.021604406,-0.046766777,-0.0257658,0.057506096,-0.003764531,0.17330521,0.044650782,-0.030867992,-0.02412028,-0.000714004,-0.018316615,-0.025945047,-0.017898273,-0.005408539,-0.027819984,0.022010043,-0.08611579,-0.0994956
SLCO1B3,-0.09385175,-0.07807618,-0.118193306,-0.05884476,-0.077531055,-0.07082753,-0.046066657,-0.063388,-0.05952456,-0.102926835,-0.06331561,-0.067275435,0.11363366,-0.07608654,-0.0929634,-0.060803358,-0.030555151,-0.045592934,-0.067376666,-0.101242326,-0.04483595,-0.046302482,-0.08286509,-0.0932555,-0.08298615,-0.033559535,-0.007558646,-0.080784075,-0.066855706,-0.060569316,-0.08301683,-0.07540198,-0.10097741,0.103287295,-0.11585951
SCAMP1,0.000205232,0.024783555,0.0398132,0.008694568,-0.011686434,-0.009350991,0.05335862,-0.003480735,0.073814616,-0.02031228,0.021536727,0.029205637,0.013909719,-0.015550386,0.099082194,0.04726205,0.028411197,-0.02471966,-0.009075834,0.03706601,-0.043872368,-0.014508943,-0.004468666,0.012944296,-0.018272376,0.023946578,0.03902592,0.001814284,0.17208917,0.04910038,-0.010887594,0.007953496,0.11566923,-0.0044624,0.15294538
LDLRAD3,0.12430852,0.014691996,0.054886848,-0.035667416,-0.053464126,0.015288888,-0.034848128,0.015767934,0.040315084,0.07350119,-0.06922919,-0.037921716,-0.038352728,-0.029489664,-0.004910465,0.014676982,-0.036085226,0.00979639,-0.022410478,-0.030169671,-0.06584919,-0.034625936,-0.042610973,-0.053094633,0.047855433,-0.030626945,0.00022145,-0.011042989,-0.010999159,-0.019468186,0.113397025,0.015748091,-0.07371341,0.011995115,0.06984526
