,A2058_SKIN ,A2780_OVARY ,A375_SKIN ,A427_LUNG ,CAOV3_OVARY ,COLO320_LARGE_INTESTINE ,EFM192A_BREAST ,ES2_OVARY ,HCT116_LARGE_INTESTINE ,HT144_SKIN ,HT29_LARGE_INTESTINE ,KPL1_BREAST ,LOVO_LARGE_INTESTINE ,MDAMB436_BREAST ,MSTO211H_PLEURA ,NCIH1650_LUNG ,NCIH2122_LUNG ,NCIH23_LUNG ,NCIH460_LUNG ,NCIH520_LUNG ,OV90_OVARY ,OVCAR4_OVARY ,RKO_LARGE_INTESTINE ,RPMI7951_SKIN ,SKMEL30_SKIN ,SKMES1_LUNG ,SKOV3_OVARY ,SW620_LARGE_INTESTINE ,SW837_LARGE_INTESTINE ,T47D_BREAST ,UACC62_SKIN ,VCAP_PROSTATE ,ZR751_BREAST ,DLD1_LARGE_INTESTINE ,PA1_OVARY 
SPARC,12.816532,0.2803006,8.452299,-0.05722998,1.5779009,-0.065211974,-0.042658575,0.87669474,-0.093993664,16.583324,-0.07261839,-0.06316735,-0.060835622,-0.064114906,1.9420224,1.1280516,-0.05983333,-0.041479547,-0.06595514,-0.05233675,0.09924496,-0.039628204,-0.08431405,13.650377,7.8202047,-0.046646122,0.103697866,-0.08053367,-0.052150525,-0.059181347,10.89096,-0.06969298,-0.066530764,-0.079173736,1.5736604
RPL18AP3,7.412794,8.056288,20.248741,5.122119,7.4967732,9.639576,2.774679,9.07223,8.538257,10.948933,6.6075063,10.774312,13.153586,11.143097,8.817625,5.3263807,6.227746,2.4386077,6.3114796,15.867202,4.3157425,4.9539747,15.135985,8.932724,9.277529,2.6267443,7.3855147,9.568835,3.4105399,3.3322275,9.1216545,14.822583,15.745541,0.96302825,1.2701055
EEF2,8.954126,11.713327,16.16451,4.4624968,3.6093085,10.269426,2.1607163,11.334574,11.645552,10.247395,7.311871,10.607323,10.332659,5.1140122,11.974006,3.1737747,5.95106,4.8136888,7.260823,22.692255,1.8843248,2.032929,4.4882426,6.3209014,7.861848,2.4143515,7.486289,8.257645,3.0395696,5.6657963,7.915758,8.614329,7.4142303,12.4250345,15.782771
YBX1,6.377595,5.649412,12.065135,3.9905953,7.5267596,5.1736913,1.1554149,6.8911343,8.741668,6.7191443,6.0470085,2.807882,5.2547913,7.416603,9.2811575,5.6214037,3.71381,3.533689,4.8864336,27.729746,3.4856372,3.5926604,8.55986,5.953993,11.9025,4.280038,8.957431,7.5439763,5.0369515,1.3791339,9.242613,3.7584672,3.073453,5.775706,8.906754
RPL9,0.32090697,1.9832625,0.8044017,0.12065397,0.25524503,3.4524353,0.14865492,3.836711,2.0695398,0.29728195,0.32590252,0.14330138,0.27592987,0.20648035,2.3101895,0.9078153,0.93962926,0.6055245,2.4099932,0.16103157,1.783768,0.07488422,8.454336,0.13526404,0.210199,0.50799876,1.0431863,0.29028684,0.21722421,0.93834764,0.23967448,1.1496195,5.918531,16.661453,19.913551
AC107016.1,0.34257448,-0.062583864,0.6814515,0.5903422,3.8638747,0.29463595,5.120499,1.153565,3.9825904,-0.006646097,9.581706,12.779466,4.6119742,0.5041383,3.1180608,9.236868,1.992783,3.9387722,1.7282455,1.6036545,4.925098,2.3466134,0.14718203,0.15957165,-0.045139987,0.4101273,0.81655794,8.6303425,11.230521,4.9203167,0.25239274,0.4853719,6.234622,17.799099,0.8551323
RPS16,10.904211,9.965581,16.79267,5.982936,10.305237,12.63905,7.394206,9.578767,9.21794,12.9379015,17.058578,9.797122,17.178005,6.86398,10.60336,8.925504,12.8717165,3.5692043,8.788416,15.115004,17.491306,6.289881,19.527103,14.578151,8.588018,3.608888,10.124688,12.730828,7.382262,3.6527715,10.469054,9.85881,16.705893,14.962115,15.767067
XXbac-BPG252P9.9,18.52199,9.935241,13.371233,7.337515,8.150498,6.5928917,4.9350605,9.5480585,13.92897,13.566195,5.0268908,4.64785,4.246273,5.8434663,7.761039,7.622471,2.26599,5.537776,6.196875,4.9377394,4.0037074,4.7711797,2.1184952,7.6890216,17.275541,5.0102615,17.242249,8.939445,6.210943,5.3119893,9.105011,5.1856184,2.7983108,9.212442,10.8101635
CALR,10.11466,11.723168,11.982664,11.058215,7.9355464,3.4779627,1.2431989,5.5090823,8.422982,18.955894,3.5988648,3.4794755,3.1148589,8.129256,4.655743,8.450561,1.9321752,1.6867714,3.8059142,3.4638999,5.481325,6.0384393,4.4905505,14.183668,10.887814,4.23467,12.521943,5.2685914,5.7490335,6.5479603,14.347692,9.959172,2.0096896,5.645995,7.9138775
RPL5,8.576898,7.8399663,9.024495,3.1266701,6.1270037,12.235794,2.8935115,9.853664,11.290524,6.833509,8.81891,4.479311,9.307392,3.8688796,7.3576007,5.285694,5.704389,3.5048764,6.1988215,8.532705,6.447487,4.9963126,15.57543,7.1022844,7.441168,3.5982082,4.091191,9.6550865,3.9750106,3.273009,5.3430347,9.239377,8.269015,16.19739,22.52803
RP11-386G11.10,14.92205,9.075021,18.114264,11.260166,9.340046,10.125804,5.1287775,9.042325,14.718039,14.4973135,7.168865,9.540573,7.7878537,7.2215743,15.220361,11.043836,3.4007459,6.6648207,14.692255,11.13778,7.4863873,7.1561055,4.5958385,6.413897,14.038917,5.134553,16.931402,15.578424,9.315334,6.8339033,14.789265,7.878809,5.9821043,16.461056,12.725383
RPS6,6.448436,4.9099855,16.721914,2.3016508,2.7633023,6.827684,0.9999914,6.805965,7.210973,5.315348,7.0531263,4.6330023,8.531557,3.1386733,8.903406,3.871666,4.2218566,0.8633419,4.338996,9.320778,1.9320308,2.044029,11.50032,5.4335203,3.3231308,1.671299,2.7976367,7.855133,5.6741843,2.8206327,5.1850753,9.50105,9.873058,13.538791,14.664681
RPS28,0.9941606,1.6137906,3.6533604,0.41148603,0.551326,4.0343223,0.56103444,2.3452535,0.54115105,1.6962548,1.1129392,1.0438415,2.256783,0.9313301,1.939367,0.32475278,0.40103695,0.3570186,1.8456098,3.1206074,1.5448552,0.9994583,1.1585542,1.2525018,1.6972638,0.32475913,0.97465616,0.7992173,0.7657683,1.1000736,0.90855277,1.242282,1.5471281,12.497524,21.080427
RPS25,7.465415,5.1817503,14.206727,3.0259845,3.449052,6.082164,1.4773247,5.9844327,6.340994,5.275471,8.17551,7.194234,11.542237,3.4371347,7.2569566,3.7218874,4.0863934,2.4148884,4.830433,8.628722,5.584894,3.5702534,13.827781,7.080656,3.053887,3.056352,4.9772015,8.469148,9.853213,4.3976326,7.911978,7.4773006,11.748849,12.829876,18.640196
NDUFS5,3.8968003,4.1914735,5.956474,3.409609,4.1542997,3.3599944,1.5856602,2.8159091,3.532756,2.8689752,3.8135245,3.0943382,2.329113,10.24142,3.777645,2.7873816,2.7963836,2.0690637,3.2873359,23.707268,3.1743104,2.685659,9.681984,4.819839,4.98847,3.0161445,5.9380884,3.0826657,4.3138285,2.4424727,5.6404085,1.611914,5.723472,1.8524503,4.83149
MTND2P28,8.852511,14.53391,7.015257,17.664661,9.737303,11.388676,7.975827,6.191683,15.520616,5.174646,5.928847,4.8938575,6.7046523,6.440941,7.072603,8.332284,7.692883,22.659033,9.393027,8.977693,7.2453694,8.115452,8.665017,7.0795536,7.331329,4.449522,9.8054085,7.6717467,10.973151,11.217305,13.726366,10.277871,6.063227,10.903253,6.96664
RPS7,6.9893026,6.361719,13.505181,5.125171,4.192185,8.496963,1.7993424,4.9225793,6.8032293,7.18979,7.1058307,5.8878756,5.9922247,6.097175,9.446439,4.4442115,4.784502,3.6302745,7.959352,11.061588,5.363132,1.7910447,17.018345,6.064939,5.6104593,0.730981,4.1612,7.8298683,5.488677,2.7230322,7.051465,5.7834897,11.290447,12.414758,17.292688
LDHB,8.105067,7.037352,10.702624,5.823545,2.5283306,9.432187,-0.02664236,6.4457192,11.142156,8.626769,6.53454,-0.051734556,6.788694,6.529038,12.488201,2.7666178,4.894513,4.878994,5.761978,1.3790404,3.9048452,2.2402363,15.552556,3.5682423,6.200433,2.2774284,2.9265313,7.1023746,5.719327,-0.049580447,9.283087,6.0664325,0.031441644,8.654329,10.855004
RPL13AP5,6.1195207,5.786371,10.429637,2.0580976,2.785651,9.118264,3.3834105,7.026106,3.9605207,8.605259,9.553688,7.8623104,14.495142,3.2067237,8.564435,4.4868045,6.229504,1.5982419,4.80532,9.301769,11.000509,4.2110977,10.949442,10.2091055,5.239047,3.2231898,5.4360437,7.1074176,4.396086,2.3485637,6.822733,11.033278,16.586498,1.223426,1.0468241
NPM1,6.7903304,9.25893,15.319297,4.5194616,5.309266,5.242625,2.1119094,5.068253,12.816618,8.22965,5.66102,4.2275157,7.881289,8.787416,13.978631,5.4485536,5.2862244,3.1917672,10.602306,8.737613,2.5717456,3.4412107,10.868606,2.673071,8.567245,2.5975344,5.512694,7.1706595,7.641735,3.8562324,7.3829126,2.782824,6.266554,9.440878,16.258802
VIM-AS1,6.0104756,6.500958,6.325808,4.8450584,0.0514876,0.9900826,-0.03625483,6.637901,-0.0891186,10.274094,-0.07088076,-0.059886184,-0.003146278,1.6141263,5.5007863,-0.017505573,-0.0599045,1.2682289,1.6347944,0.03232767,-0.0576575,0.10097075,0.003011891,14.047734,9.961636,1.7441269,3.8517535,0.59244144,-0.06278399,-0.055398233,5.097549,-0.07053819,-0.072683744,-0.093990155,4.312135
NPM1P27,7.045501,9.800936,15.166558,4.759233,5.168372,6.404118,2.5895383,6.1303596,11.29008,9.496795,5.7004395,5.303076,8.593581,11.144208,13.778812,5.367375,5.624154,3.261204,11.221802,11.131119,2.8788574,3.9555604,10.3487015,3.1435556,10.345303,3.128188,6.9222903,7.8650823,6.9184604,3.9248338,6.8703403,2.7351365,5.3970785,0.05517764,0.111408114
PTMA,7.0755615,7.789829,8.152175,4.867766,7.9321866,9.44963,3.5935967,6.642352,14.5696335,7.0660996,12.309108,7.731503,8.301071,5.9776163,14.41045,5.848801,4.5904427,3.5965369,11.621383,10.743615,5.893632,3.368149,5.878609,7.8795204,6.5887165,3.8433228,13.866465,14.339024,9.780005,3.2760253,5.243509,6.08347,8.394362,14.601091,14.6369295
RPL3,6.464861,9.826184,12.918353,3.5141869,5.164021,10.025279,1.8490975,9.545407,8.395768,7.843813,8.329204,5.509499,13.209992,4.492848,8.703863,3.2730384,6.711307,1.7749808,7.082742,7.06658,2.971038,3.9125054,10.795938,6.61072,7.7857013,2.1490576,5.9692173,7.5611844,4.1571712,4.342183,5.452869,10.354693,8.123344,12.429225,17.6329
RPS27,2.9691875,2.3055851,5.171527,1.5048761,3.0183625,2.6915646,0.86574095,1.8603189,2.1975503,2.895049,2.2028246,2.1276429,3.8015704,1.4429682,1.467093,1.3862009,1.9657469,2.4795146,2.4027326,2.9239383,2.167427,1.5733519,6.8477554,2.042715,1.979406,0.973472,1.4953665,1.831771,2.094929,1.5878841,2.2607427,2.7815042,11.159556,15.26826,15.756493
SERPIND1,-0.060488563,-0.07800212,-0.08399558,-0.061228003,-0.07731758,-0.04811167,-0.045996055,-0.05226773,-0.09865668,-0.080916755,-0.074561246,-0.06700408,-0.06811796,-0.075846165,-0.08266853,-0.08003635,-0.06084497,-0.045565743,-0.022859069,-0.10138773,20.928804,-0.04616248,-0.08668099,-0.09233048,-0.081559815,-0.04945855,-0.10119028,-0.081747554,-0.07363117,-0.060542837,-0.050227948,-0.07460165,-0.101158634,-0.09288345,-0.115760975
KRT81,0.22505283,-0.07562666,0.036313787,-0.059854466,4.5463247,-0.06259455,10.640297,3.786558,-0.092160456,-0.03479262,-0.07392248,1.7164904,0.104373924,-0.07460175,-0.08652249,-0.074041896,17.523426,-0.04423222,0.2988864,-0.094848044,-0.06176619,-0.022170883,-0.08730583,-0.08991179,-0.06301647,-0.047118083,0.037344396,-0.050912783,1.6081356,-0.054668162,-0.08162076,-0.07475273,-0.07576348,-0.0711076,-0.11396888
COL1A2,-0.08522719,0.21453308,-0.117148764,-0.056569938,-0.04856961,-0.06770023,-0.044651367,-0.061556622,-0.09786101,2.9987206,-0.0751637,-0.06613929,-0.061458,-0.075292565,-0.09134436,-0.07869004,-0.060868125,-0.04222121,-0.06685384,-0.10090135,-0.06188183,-0.023465082,-0.087697566,20.51951,-0.075521916,-0.048928533,-0.07054972,-0.08163805,-0.05637957,-0.05961613,-0.059997965,-0.07480517,-0.074904285,-0.08453752,-0.09815012
MIEN1,0.29224998,0.1588059,0.33932784,0.35854962,0.17926817,0.10924505,4.3996873,0.096829556,0.3258787,0.3551991,0.2765689,0.1010365,0.15805733,0.050008476,0.24322587,0.34640092,0.24988429,0.104791164,0.23383527,0.21788362,0.28543818,0.13910642,0.25940672,0.19693886,0.33369276,0.23879951,20.498734,0.195112,0.32605934,0.25814903,0.3676828,0.11264772,0.8327193,0.43369323,0.2597446
RP11-742N3.1,7.2850113,7.608277,7.0725946,7.980209,4.1901984,7.8887014,2.157495,5.8841476,8.682998,7.461939,5.2315536,3.8839133,12.6138115,9.555139,5.609926,3.2024097,5.933469,2.8543112,4.5782366,15.458536,3.5631878,3.8859358,14.798321,5.59543,6.600044,2.3339903,6.8360066,9.450932,2.1312199,2.7538166,8.498499,5.604651,6.265926,0.711192,1.0152608
SPP1,1.7931702,-0.05901846,-0.016463181,-0.058702335,-0.048238706,-0.06475627,-0.043645177,-0.046118002,-0.08173896,1.7404883,-0.072059646,-0.06391761,-0.0634279,-0.070419274,0.7174253,-0.07438169,11.577251,-0.041159447,8.807106,1.549083,1.6383774,0.046459585,-0.086271964,-0.06757138,1.4847952,0.7948807,6.874142,-0.076370366,-0.06550622,-0.058752287,-0.010218891,-0.073174596,-0.0771615,-0.09092505,14.285746
HSPA8,15.488715,7.7484245,14.565654,5.9384093,6.9706283,2.2418137,2.8916142,3.9199383,15.506039,10.580914,5.5316052,4.1526566,6.8192415,7.465985,6.6568255,3.651634,3.2799711,3.2942731,7.7492375,4.256036,4.5150204,3.3509903,5.697765,4.7009683,6.8801856,4.1932344,8.397455,5.2126675,11.009095,6.9192967,6.8490005,7.559849,9.708833,9.369427,8.815954
B2M,2.3984957,5.0505357,3.750952,0.76919645,6.0272446,0.945942,1.711622,1.5277339,1.3266708,4.535094,1.7466965,0.70058525,0.07797831,6.9466176,5.043313,4.079939,2.022415,0.59708625,1.9570951,1.5916477,1.2043484,1.1830515,3.9737637,18.15243,1.5672092,3.8676329,9.020175,1.0813997,6.9731255,1.0853219,2.374963,0.9329913,3.1548579,0.6433474,0.74706334
RPS21,4.92478,4.0257506,12.125293,4.583382,6.343411,7.649488,1.3709937,6.1915436,3.2984915,13.584276,7.9794145,7.9128404,6.191343,4.982016,4.0558705,5.093031,4.60939,5.177555,5.556671,4.623984,4.5793095,2.8879135,17.38028,9.04031,5.930352,1.6249259,3.7014856,7.89507,5.78494,2.907039,6.0560646,5.211365,13.200242,5.2779164,4.909906
TUBB,14.384225,7.13307,9.831671,5.6499906,6.321521,4.771065,3.5807323,7.1659007,11.295249,10.389574,3.7778049,3.4917536,3.154335,4.4307566,5.7188354,5.448481,1.711162,3.9988675,4.4824023,3.9540973,3.7754056,3.6364903,1.468612,5.8281345,13.09739,3.7998924,13.177535,6.734766,4.8639193,3.934779,6.986973,3.6257718,2.075825,7.576652,10.361808
RP11-138I1.4,12.702967,8.28147,11.914276,4.312527,5.158371,7.271192,7.942909,8.500573,14.336427,11.810323,3.597761,7.5101256,5.2106566,4.24711,14.686368,6.9259267,3.7833652,6.38179,8.19361,8.099931,10.009101,3.3164554,7.7707047,7.9510703,6.0077,3.8096006,7.617059,11.57697,5.1881385,4.5353055,12.826228,5.950845,7.3366737,12.572448,13.292708
S100A4,0.18682577,0.061973136,2.5498378,1.0126467,0.6252234,-0.051791545,0.26043728,-0.05822722,1.7071971,2.1080325,2.0690527,-0.056716282,0.57422715,0.20015709,-0.07415952,0.056555316,0.005151588,-0.036819957,1.5829452,0.06313278,-0.025628852,0.30620664,-0.08629289,7.0437193,-0.0455999,4.587068,16.689743,9.059549,0.23332089,0.12360153,0.10374775,-0.0707079,-0.01060471,0.036307838,2.3039076
RPL27,8.837621,5.1219745,13.590896,4.4730396,2.4805202,9.793546,1.6462095,6.854452,5.2942996,9.60088,6.9124293,4.0984206,5.4994917,3.8791952,7.3487763,3.7776275,5.3876595,3.3467755,7.2964334,7.5555105,6.2628665,2.2425091,17.169994,5.92023,6.385841,2.6893022,6.5042076,6.823046,4.2350016,4.7981453,8.126269,8.315354,8.742284,10.600912,12.73214
RPS13,7.5628457,5.085669,9.812831,4.8120112,4.01853,8.621009,1.501251,6.1471386,7.739969,7.3902593,8.049649,4.549991,9.858597,3.546913,6.8867445,2.0579383,3.8924165,2.2883754,4.443211,8.967102,2.701351,1.6886848,12.363282,6.3925185,4.936196,2.0687888,5.0278153,9.132543,3.5461006,2.4290457,6.0622277,4.648136,11.921019,11.597175,13.861286
RPL4,6.243615,6.6095853,9.871945,2.6513486,6.1796455,6.880337,1.950742,7.2223682,9.778452,9.197293,10.678382,6.5819287,13.250811,6.8251047,9.647531,5.2175603,10.182847,2.1196296,6.9870257,11.093871,4.5809135,1.9785725,11.848445,8.777463,7.6078396,3.1591945,6.3606315,7.7961416,6.1364713,3.8639612,7.108592,8.423599,10.90415,12.801726,15.276788
RPL21,0.34316957,0.28968608,0.7697949,0.18612324,0.06704678,0.62135863,0.12146745,0.21172713,0.36209643,0.27411157,0.82118,0.09643379,0.30197376,0.06880973,0.23961401,0.012058004,0.22694604,0.08128281,0.2281973,0.13828938,0.21290855,0.03335174,1.096953,0.088640936,0.12172055,0.05957612,0.109410346,0.18437028,0.04407632,0.06888611,0.026263254,0.28269252,0.111757874,11.695702,16.371956
ERBB2,0.082945116,0.16329433,0.098784834,0.10940013,0.06820344,0.039689302,10.107833,-0.05391898,0.109875835,0.09830675,0.29977822,0.17830954,0.17573151,0.003444452,0.0444167,0.442138,0.12297447,-0.014191485,0.001743559,-0.07531368,0.054563884,0.07538599,0.030789597,0.04957181,0.036972422,0.001960378,17.137375,0.026220812,0.3552073,0.33668375,0.038922746,0.004105965,0.63967586,0.2535592,0.3130802
H2AFZ,10.955354,10.362369,9.869092,4.9879255,3.9366581,5.6069417,3.540424,3.3936405,9.909325,7.441032,6.7375836,5.7561126,4.6452646,2.6290095,9.763597,6.80846,4.836327,2.905331,6.7698927,10.75371,6.353335,2.6344712,11.330903,5.1296816,13.785767,2.881996,8.2731695,3.7867217,5.94656,3.5431018,4.4571557,4.8452153,11.108125,11.322192,12.754288
RPL7,3.9314232,3.7859623,6.685066,1.8464311,2.7906284,2.9570055,0.8535344,3.515722,4.3196735,3.7024016,4.373864,1.9512103,2.6832414,2.6151407,3.2450116,1.7323428,3.918915,0.49126565,2.6905003,3.7065709,1.9264047,1.5351307,17.872131,2.2705297,2.3871675,0.89851487,2.733367,4.3447633,1.9239206,3.278433,2.3219564,6.178566,5.5034094,10.065156,9.935202
ALDH1A1,-0.062233444,-0.05996499,-0.113539346,17.669565,-0.07131304,1.6442003,-0.045573294,-0.06286466,-0.09355635,-0.04319995,2.7654042,-0.06475293,0.19973941,-0.059893314,-0.085471444,-0.07080265,1.1526709,-0.04329355,0.18363479,0.7669334,6.984671,-0.042449016,-0.0878356,-0.090059325,-0.06402451,-0.038152616,-0.09299193,-0.07870107,-0.07536167,-0.059646882,0.02116028,0.39508182,-0.091023,-0.092226684,-0.11378497
HLA-DRA,0.47417578,-0.068847306,6.991056,-0.06009811,0.09674547,-0.06381517,-0.02963288,0.07290143,-0.08230718,17.729254,-0.07076316,-0.060984544,-0.06300755,-0.06729565,-0.09147003,-0.072084785,-0.058872886,-0.043083876,-0.06603134,-0.094725244,-0.065758064,-0.046032462,-0.086232856,-0.07740369,0.13602647,-0.013559646,-0.09973584,-0.079543404,0.05477468,-0.05566628,0.27185354,-0.07262135,-0.07960588,-0.08318662,-0.11536833
KLK2,-0.09378598,-0.07749733,-0.115454875,-0.061430037,-0.07732235,-0.07091969,-0.046077475,-0.06354155,-0.099035434,-0.100982144,-0.07538557,-0.06645774,-0.068268545,-0.075956024,-0.09288209,-0.0807135,-0.06118811,-0.04564964,-0.066874355,-0.10139191,-0.065934084,-0.046338093,-0.08856609,-0.09327197,-0.08314906,-0.05255997,-0.10279247,-0.08066791,-0.08468076,-0.060150255,-0.08301683,18.693846,-0.101158634,-0.09446706,-0.11489652
MT2A,1.886846,0.0093703,3.8109522,0.08717849,16.366453,0.107080095,0.8965393,4.467211,2.4501705,4.2927227,0.15565497,1.1745749,0.40804124,1.2294807,1.79815,1.0629839,0.13241017,0.88032407,0.3238329,0.19379008,0.1434298,0.88513756,8.53419,5.9421906,2.1824808,3.7557325,1.9146981,0.5409483,0.4303086,0.020141615,1.7500379,0.51677173,0.08700139,2.122123,1.1954172
CALM2,6.1463966,2.911151,7.381584,2.8452623,3.7844465,4.0850782,2.7695625,6.3936076,4.856569,7.318166,3.4607103,3.6194985,2.661457,4.0740943,7.7950397,4.0852795,4.082525,3.4505076,4.12531,6.398796,9.289088,2.1613548,5.0420218,12.319314,4.701252,4.001207,6.0125504,4.623969,6.1911583,2.2870848,4.0225005,2.9973135,11.34271,15.725656,9.331892
RPL24,4.5377593,4.2572865,9.675172,3.6202567,3.4932833,5.974646,1.541831,4.6926627,6.4340196,8.272997,7.256202,4.706982,4.8141994,4.9242663,4.8137712,4.5053067,2.5702357,2.4912202,3.3935971,5.6130958,4.6047544,2.6238627,13.642782,4.958193,4.0649915,1.3582143,4.601994,4.4445615,4.8557014,2.7977877,5.8061123,3.9559307,6.9035654,11.897062,14.805381
LYZ,-0.06450111,-0.07062949,0.02586474,-0.060360957,-0.05922263,-0.06834633,-0.040974177,-0.06116701,-0.09292708,-0.09104888,13.628487,-0.06683368,0.27070084,-0.0756806,-0.087184146,-0.07570458,-0.0550925,-0.040635947,-0.06326269,-0.09057641,12.111699,-0.045243487,-0.08396737,-0.0810754,-0.08032321,-0.048366502,-0.09946549,-0.053215016,-0.07849898,-0.056283258,-0.07595584,-0.069984175,-0.08478864,-0.09183164,-0.11193853
GSTP1,3.415267,2.7310472,5.412974,2.3216321,4.6866875,2.2019014,-0.036244072,1.6247786,2.8310122,3.745867,5.895751,-0.05926672,4.1553597,1.9061495,2.911707,-0.06663417,6.0503016,3.2235248,3.2269418,6.215675,9.139043,7.187779,2.9406683,2.2410216,11.930223,2.3759053,9.294735,6.62731,8.209787,-0.054420874,2.8762066,-0.06556722,-0.052562937,6.7441497,7.2849083
RPL7A,5.156344,4.6820326,8.458502,1.7181333,1.8379074,7.3030896,1.8531862,5.094018,6.078444,5.6239977,5.4775667,6.2911925,4.316601,4.6512914,6.3330927,4.1995077,3.3187146,1.5404706,5.544833,4.6304064,4.61842,1.4382906,14.5817375,3.7955415,3.5234804,1.2111208,3.9733582,5.086548,3.8601506,5.253784,3.7904482,7.070817,7.0530214,11.543823,13.2497635
HSP90B1,7.484667,5.392646,7.2421837,5.2170253,4.3310637,5.2567787,1.2965994,3.2047434,7.6144843,15.080053,3.3919039,1.4365795,3.4361444,2.7517543,7.75326,4.5081115,3.2854853,2.3854387,3.627556,6.5862036,5.130818,2.3355448,2.402576,9.81561,5.2018194,3.2863755,7.2571225,3.156108,6.212288,3.047837,12.23127,7.260492,2.7211509,7.184911,8.546241
AC021224.1,5.6906877,11.008696,11.883716,2.9682407,3.167985,8.842019,1.4840151,4.395929,6.4249425,4.828729,5.4182954,3.4092553,8.906453,2.0816362,8.153267,2.407283,2.8485892,2.1791224,5.585244,8.550075,1.9574745,1.4186983,4.610953,2.499517,3.8497305,1.0204062,5.2684517,9.445401,3.8138762,2.6282675,3.2880564,4.983351,2.740654,0.2856447,0.56911516
CD74,0.49999958,-0.047697198,10.191908,-0.047299977,0.52770895,-0.06320207,-0.03671084,-0.031549294,-0.09680918,14.26525,-0.062366087,-0.06147375,-0.058622383,-0.067974165,-0.08850493,-0.02002581,-0.05871587,-0.043656796,-0.06581179,-0.09210739,-0.065025166,0.2127658,-0.08565053,-0.07662863,0.003870327,0.1051116,-0.09004615,-0.07876549,1.1898708,0.002218108,0.090202644,-0.07213163,-0.076666124,-0.08537963,0.13485014
